"","case_number","to_pay","paid","balance"
"1","19-001799-co"," 212.00"," 212.00","0.00"
"2","19-001801-co"," 205.00"," 205.00","0.00"
"3","19-001807-co"," 210.33"," 210.33","0.00"
"4","19-001808-co"," 195.00"," 195.00","0.00"
"5","19-001810-co"," 205.00"," 205.00","0.00"
"6","19-001812-co"," 195.00"," 195.00","0.00"
"7","19-001814-co"," 195.00"," 195.00","0.00"
"8","19-001816-co"," 313.50"," 313.50","0.00"
"9","19-001819-co"," 205.00"," 205.00","0.00"
"10","19-001820-co"," 205.00"," 205.00","0.00"
"11","19-001826-co"," 195.00"," 195.00","0.00"
"12","19-001828-co"," 203.72"," 203.72","0.00"
"13","19-001831-co"," 195.00"," 195.00","0.00"
"14","19-001832-co"," 205.00"," 205.00","0.00"
"15","19-001833-co"," 215.00"," 215.00","0.00"
"16","19-001853-co"," 205.00"," 205.00","0.00"
"17","19-001875-co"," 310.00"," 310.00","0.00"
"18","19-001759-co"," 195.00"," 195.00","0.00"
"19","19-001760-co"," 212.90"," 212.90","0.00"
"20","19-001763-co"," 215.00"," 215.00","0.00"
"21","19-001766-co"," 313.50"," 313.50","0.00"
"22","19-001768-co"," 195.00"," 195.00","0.00"
"23","19-001769-co"," 205.00"," 205.00","0.00"
"24","19-001770-co"," 195.00"," 195.00","0.00"
"25","19-001771-co"," 205.00"," 205.00","0.00"
"26","19-001772-co"," 195.69"," 195.69","0.00"
"27","19-001773-co"," 0.60"," 0.60","0.00"
"28","19-001783-co"," 310.00"," 310.00","0.00"
"29","19-001784-co"," 195.00"," 195.00","0.00"
"30","19-001785-co"," 195.00"," 195.00","0.00"
"31","19-001786-co"," 195.00"," 195.00","0.00"
"32","19-001787-co"," 195.00"," 195.00","0.00"
"33","19-001788-co"," 195.00"," 195.00","0.00"
"34","19-001789-co"," 195.00"," 195.00","0.00"
"35","19-001790-co"," 205.00"," 205.00","0.00"
"36","19-001731-co"," 206.80"," 206.80","0.00"
"37","19-001732-co"," 205.00"," 205.00","0.00"
"38","19-001733-co"," 195.00"," 195.00","0.00"
"39","19-001734-co"," 195.00"," 195.00","0.00"
"40","19-001735-co"," 195.00"," 195.00","0.00"
"41","19-001737-co"," 205.00"," 205.00","0.00"
"42","19-001738-co"," 195.00"," 195.00","0.00"
"43","19-001739-co"," 195.00"," 195.00","0.00"
"44","19-001740-co"," 7.00"," 7.00","0.00"
"45","19-001741-co"," 195.00"," 195.00","0.00"
"46","19-001742-co"," 321.00"," 321.00","0.00"
"47","19-001743-co"," 195.00"," 195.00","0.00"
"48","19-001744-co"," 195.00"," 195.00","0.00"
"49","19-001748-co"," 205.00"," 205.00","0.00"
"50","19-001749-co"," 195.00"," 195.00","0.00"
"51","19-001750-co"," 205.00"," 205.00","0.00"
"52","19-001751-co"," 195.00"," 195.00","0.00"
"53","19-001752-co"," 205.00"," 205.00","0.00"
"54","19-001753-co"," 185.00"," 185.00","0.00"
"55","19-001754-co"," 320.00"," 320.00","0.00"
"56","19-001755-co"," 195.00"," 195.00","0.00"
"57","19-001756-co"," 205.00"," 205.00","0.00"
"58","19-001697-co"," 195.00"," 195.00","0.00"
"59","19-001701-co"," 195.00"," 195.00","0.00"
"60","19-001703-co"," 195.00"," 195.00","0.00"
"61","19-001704-co"," 195.00"," 195.00","0.00"
"62","19-001705-co"," 195.00"," 195.00","0.00"
"63","19-001706-co"," 195.00"," 195.00","0.00"
"64","19-001707-co"," 195.00"," 195.00","0.00"
"65","19-001711-co"," 195.00"," 195.00","0.00"
"66","19-001713-co"," 215.00"," 215.00","0.00"
"67","19-001714-co"," 195.00"," 195.00","0.00"
"68","19-001715-co"," 205.00"," 205.00","0.00"
"69","19-001716-co"," 205.00"," 205.00","0.00"
"70","19-001717-co"," 195.00"," 195.00","0.00"
"71","19-001718-co"," 195.00"," 195.00","0.00"
"72","19-001719-co"," 195.00"," 195.00","0.00"
"73","19-001720-co"," 195.00"," 195.00","0.00"
"74","19-001721-co"," 195.00"," 195.00","0.00"
"75","19-001722-co"," 195.00"," 195.00","0.00"
"76","19-001728-co"," 195.00"," 195.00","0.00"
"77","19-001682-co"," 206.44"," 206.44","0.00"
"78","19-001684-co"," 214.95"," 214.95","0.00"
"79","19-001686-co"," 195.00"," 195.00","0.00"
"80","19-001687-co"," 310.00"," 310.00","0.00"
"81","19-001688-co"," 205.00"," 205.00","0.00"
"82","19-001689-co"," 195.00"," 195.00","0.00"
"83","19-001694-co"," 195.00"," 195.00","0.00"
"84","19-001680-co"," 195.00"," 195.00","0.00"
"85","19-001681-co"," 195.00"," 195.00","0.00"
"86","19-001679-co"," 0.15"," 0.15","0.00"
"87","19-001648-co"," 195.00"," 195.00","0.00"
"88","19-001649-co"," 197.19"," 197.19","0.00"
"89","19-001652-co"," 195.69"," 195.69","0.00"
"90","19-001653-co"," 185.00"," 185.00","0.00"
"91","19-001654-co"," 195.00"," 195.00","0.00"
"92","19-001655-co"," 205.00"," 205.00","0.00"
"93","19-001656-co"," 205.00"," 205.00","0.00"
"94","19-001657-co"," 205.00"," 205.00","0.00"
"95","19-001658-co"," 202.08"," 202.08","0.00"
"96","19-001659-co"," 205.00"," 205.00","0.00"
"97","19-001660-co"," 201.27"," 201.27","0.00"
"98","19-001661-co"," 200.78"," 200.78","0.00"
"99","19-001662-co"," 195.00"," 195.00","0.00"
"100","19-001663-co"," 195.00"," 195.00","0.00"
"101","19-001664-co"," 205.00"," 205.00","0.00"
"102","19-001665-co"," 195.00"," 195.00","0.00"
"103","19-001666-co"," 195.00"," 195.00","0.00"
"104","19-001667-co"," 185.00"," 185.00","0.00"
"105","19-001668-co"," 205.00"," 205.00","0.00"
"106","19-001671-co"," 195.00"," 195.00","0.00"
"107","19-001672-co"," 195.00"," 195.00","0.00"
"108","19-001674-co"," 225.00"," 225.00","0.00"
"109","19-001675-co"," 205.00"," 205.00","0.00"
"110","19-001676-co"," 199.29"," 199.29","0.00"
"111","19-001677-co"," 208.50"," 208.50","0.00"
"112","19-001678-co"," 195.00"," 195.00","0.00"
"113","19-001596-co"," 195.00"," 195.00","0.00"
"114","19-001597-co"," 1.95"," 1.95","0.00"
"115","19-001598-co"," 195.00"," 195.00","0.00"
