"","case_number","to_pay","paid","balance"
"106","20-000709-co"," 195.00"," 195.00","0.00"
"107","20-000711-co"," 195.00"," 195.00","0.00"
"108","20-000712-co"," 195.00"," 195.00","0.00"
"109","20-000713-co"," 195.00"," 195.00","0.00"
"110","20-000714-co"," 198.50"," 198.50","0.00"
"111","20-000716-co"," 205.00"," 205.00","0.00"
"112","20-000717-co"," 195.00"," 195.00","0.00"
"113","20-000718-co"," 205.00"," 205.00","0.00"
"114","20-000719-co"," 195.00"," 195.00","0.00"
"115","20-000720-co"," 195.00"," 195.00","0.00"
"116","20-000722-co"," 0.45"," 0.45","0.00"
"117","20-000729-co"," 195.00"," 195.00","0.00"
"118","20-000730-co"," 205.00"," 205.00","0.00"
"119","20-000680-co"," 225.00"," 225.00","0.00"
"120","20-000681-co"," 195.00"," 195.00","0.00"
"121","20-000682-co"," 195.00"," 195.00","0.00"
"122","20-000683-co"," 206.38"," 206.38","0.00"
"123","20-000685-co"," 195.00"," 195.00","0.00"
"124","20-000686-co"," 205.00"," 205.00","0.00"
"125","20-000687-co"," 195.45"," 195.45","0.00"
"126","20-000690-co"," 205.00"," 205.00","0.00"
"127","20-000739-co"," 195.00"," 195.00","0.00"
"128","20-000688-co"," 532.50"," 532.50","0.00"
"129","20-000684-co"," 310.00"," 310.00","0.00"
"130","20-000636-co"," 195.00"," 195.00","0.00"
"131","20-000637-co"," 195.00"," 195.00","0.00"
"132","20-000638-co"," 195.00"," 195.00","0.00"
"133","20-000639-co"," 215.00"," 215.00","0.00"
"134","20-000640-co"," 205.00"," 205.00","0.00"
"135","20-000641-co"," 205.00"," 205.00","0.00"
"136","20-000642-co"," 195.00"," 195.00","0.00"
"137","20-000643-co"," 0.15"," 0.15","0.00"
"138","20-000645-co"," 195.00"," 195.00","0.00"
"139","20-000650-co"," 205.00"," 205.00","0.00"
"140","20-000651-co"," 198.50"," 198.50","0.00"
"141","20-000658-co"," 195.00"," 195.00","0.00"
"142","20-000661-co"," 199.70"," 199.70","0.00"
"143","20-000662-co"," 198.50"," 198.50","0.00"
"144","20-000663-co"," 195.00"," 195.00","0.00"
"145","20-000664-co"," 205.00"," 205.00","0.00"
"146","20-000665-co"," 1.38"," 1.38","0.00"
"147","20-000666-co"," 195.00"," 195.00","0.00"
"148","20-000667-co"," 195.00"," 195.00","0.00"
"149","20-000668-co"," 195.00"," 195.00","0.00"
"150","20-000669-co"," 195.00"," 195.00","0.00"
"151","20-000670-co"," 328.66"," 328.66","0.00"
"152","20-000671-co"," 195.00"," 195.00","0.00"
"153","20-000672-co"," 195.00"," 195.00","0.00"
"154","20-000673-co"," 205.00"," 205.00","0.00"
"155","20-000674-co"," 195.00"," 195.00","0.00"
"156","20-000581-co"," 195.00"," 195.00","0.00"
"157","20-000694-co"," 195.00"," 195.00","0.00"
"158","20-000585-co"," 195.00"," 195.00","0.00"
"159","20-000588-co"," 195.00"," 195.00","0.00"
"160","20-000592-co"," 205.00"," 205.00","0.00"
"161","20-000593-co"," 0.30"," 0.30","0.00"
"162","20-000595-co"," 205.00"," 205.00","0.00"
"163","20-000597-co"," 420.00"," 420.00","0.00"
"164","20-000599-co"," 199.19"," 199.19","0.00"
"165","20-000600-co"," 195.00"," 195.00","0.00"
"166","20-000601-co"," 195.00"," 195.00","0.00"
"167","20-000602-co"," 195.00"," 195.00","0.00"
"168","20-000603-co"," 195.00"," 195.00","0.00"
"169","20-000604-co"," 195.00"," 195.00","0.00"
"170","20-000605-co"," 205.00"," 205.00","0.00"
"171","20-000608-co"," 205.00"," 205.00","0.00"
"172","20-000609-co"," 205.00"," 205.00","0.00"
"173","20-000615-co"," 205.00"," 205.00","0.00"
"174","20-000616-co"," 340.00"," 340.00","0.00"
"175","20-000619-co"," 195.00"," 195.00","0.00"
"176","20-000620-co"," 310.00"," 310.00","0.00"
"177","20-000623-co"," 195.00"," 195.00","0.00"
"178","20-000625-co"," 215.00"," 215.00","0.00"
"179","20-000626-co"," 195.00"," 195.00","0.00"
"180","20-000628-co"," 195.00"," 195.00","0.00"
"181","20-000533-co"," 314.88"," 314.88","0.00"
"182","20-000535-co"," 195.00"," 195.00","0.00"
"183","20-000536-co"," 316.89"," 316.89","0.00"
"184","20-000537-co"," 195.00"," 195.00","0.00"
"185","20-000538-co"," 195.00"," 195.00","0.00"
"186","20-000540-co"," 205.00"," 205.00","0.00"
"187","20-000541-co"," 205.00"," 205.00","0.00"
"188","20-000542-co"," 195.00"," 195.00","0.00"
"189","20-000543-co"," 195.00"," 195.00","0.00"
"190","20-000544-co"," 199.50"," 199.50","0.00"
"191","20-000545-co"," 195.00"," 195.00","0.00"
"192","20-000548-co"," 320.00"," 320.00","0.00"
"193","20-000552-co"," 318.27"," 318.27","0.00"
"194","20-000555-co"," 231.69"," 231.69","0.00"
"195","20-000556-co"," 226.45"," 226.45","0.00"
"196","20-000558-co"," 316.42"," 316.42","0.00"
"197","20-000559-co"," 195.00"," 195.00","0.00"
"198","20-000560-co"," 195.00"," 195.00","0.00"
"199","20-000561-co"," 205.00"," 205.00","0.00"
"200","20-000562-co"," 195.00"," 195.00","0.00"
"201","20-000563-co"," 197.40"," 197.40","0.00"
"202","20-000564-co"," 195.00"," 195.00","0.00"
"203","20-000565-co"," 195.00"," 195.00","0.00"
"204","20-000566-co"," 205.00"," 205.00","0.00"
"205","20-000567-co"," 195.00"," 195.00","0.00"
"206","20-000568-co"," 195.00"," 195.00","0.00"
"207","20-000569-co"," 205.00"," 205.00","0.00"
"208","20-000571-co"," 205.00"," 205.00","0.00"
"209","20-000572-co"," 0.30"," 0.30","0.00"
"210","20-000573-co"," 310.00"," 310.00","0.00"
"211","20-000574-co"," 310.00"," 310.00","0.00"
"212","20-000583-co"," 205.00"," 205.00","0.00"
"213","20-000496-co"," 195.00"," 195.00","0.00"
"214","20-000589-co"," 310.00"," 310.00","0.00"
"215","20-000478-co"," 195.00"," 195.00","0.00"
"216","20-000479-co"," 195.00"," 195.00","0.00"
"217","20-000480-co"," 195.00"," 195.00","0.00"
"218","20-000481-co"," 205.00"," 205.00","0.00"
"219","20-000482-co"," 195.00"," 195.00","0.00"
"220","20-000483-co"," 198.50"," 198.50","0.00"
"221","20-000504-co"," 195.00"," 195.00","0.00"
"222","20-000505-co"," 195.00"," 195.00","0.00"
"223","20-000506-co"," 185.00"," 185.00","0.00"
"224","20-000507-co"," 195.00"," 195.00","0.00"
"225","20-000508-co"," 195.00"," 195.00","0.00"
"226","20-000511-co"," 195.00"," 195.00","0.00"
"227","20-000512-co"," 195.00"," 195.00","0.00"
"228","20-000513-co"," 205.00"," 205.00","0.00"
"229","20-000514-co"," 195.00"," 195.00","0.00"
"230","20-000515-co"," 198.50"," 198.50","0.00"
"231","20-000517-co"," 410.00"," 410.00","0.00"
"232","20-000518-co"," 6.17"," 6.17","0.00"
"233","20-000519-co"," 221.75"," 221.75","0.00"
"234","20-000520-co"," 195.00"," 195.00","0.00"
"235","20-000521-co"," 215.00"," 215.00","0.00"
"236","20-000524-co"," 205.00"," 205.00","0.00"
"237","20-000527-co"," 195.00"," 195.00","0.00"
"238","20-000530-co"," 195.00"," 195.00","0.00"
"239","20-000531-co"," 205.00"," 205.00","0.00"
"240","20-000532-co"," 195.00"," 195.00","0.00"
"241","20-000470-co"," 0.60"," 0.60","0.00"
"242","20-000471-co"," 195.00"," 195.00","0.00"
"243","20-000472-co"," 195.00"," 195.00","0.00"
"244","20-000473-co"," 205.00"," 205.00","0.00"
"245","20-000474-co"," 195.00"," 195.00","0.00"
"246","20-000475-co"," 195.00"," 195.00","0.00"
"247","20-000476-co"," 195.00"," 195.00","0.00"
"248","20-000477-co"," 195.00"," 195.00","0.00"
"249","20-000484-co"," 215.00"," 215.00","0.00"
"250","20-000462-co"," 195.00"," 195.00","0.00"
"251","20-000464-co"," 195.00"," 195.00","0.00"
"252","20-000466-co"," 195.00"," 195.00","0.00"
"253","20-000467-co"," 320.00"," 320.00","0.00"
"254","20-000468-co"," 195.00"," 195.00","0.00"
"255","20-000487-co"," 2.31"," 2.31","0.00"
"256","20-000489-co"," 195.00"," 195.00","0.00"
"257","20-000493-co"," 350.00"," 350.00","0.00"
"258","20-000461-co"," 205.00"," 205.00","0.00"
"259","20-000503-co"," 0.90"," 0.90","0.00"
"260","20-000485-co"," 0.45"," 0.45","0.00"
"261","20-000500-co"," 310.00"," 310.00","0.00"
"262","20-000502-co"," 310.00"," 310.00","0.00"
"263","20-000424-co"," 205.00"," 205.00","0.00"
"264","20-000425-co"," 330.00"," 330.00","0.00"
"265","20-000426-co"," 1.50"," 1.50","0.00"
"266","20-000427-co"," 0.15"," 0.15","0.00"
"267","20-000428-co"," 208.00"," 208.00","0.00"
"268","20-000431-co"," 205.00"," 205.00","0.00"
"269","20-000432-co"," 203.42"," 203.42","0.00"
"270","20-000433-co"," 185.00"," 185.00","0.00"
"271","20-000436-co"," 200.69"," 200.69","0.00"
"272","20-000439-co"," 205.00"," 205.00","0.00"
"273","20-000441-co"," 317.79"," 317.79","0.00"
"274","20-000442-co"," 215.00"," 215.00","0.00"
"275","20-000443-co"," 195.00"," 195.00","0.00"
"276","20-000444-co"," 195.00"," 195.00","0.00"
"277","20-000445-co"," 195.00"," 195.00","0.00"
"278","20-000447-co"," 204.38"," 204.38","0.00"
"279","20-000449-co"," 205.00"," 205.00","0.00"
"280","20-000450-co"," 195.00"," 195.00","0.00"
"281","20-000451-co"," 195.00"," 195.00","0.00"
"282","20-000452-co"," 195.00"," 195.00","0.00"
"283","20-000453-co"," 195.00"," 195.00","0.00"
"284","20-000454-co"," 205.00"," 205.00","0.00"
"285","20-000456-co"," 195.00"," 195.00","0.00"
"286","20-000458-co"," 195.00"," 195.00","0.00"
"287","20-000460-co"," 195.00"," 195.00","0.00"
"288","20-000429-co"," 0.69"," 0.69","0.00"
"289","20-000430-co"," 195.00"," 195.00","0.00"
"290","20-000379-co"," 195.00"," 195.00","0.00"
"291","20-000380-co"," 195.00"," 195.00","0.00"
"292","20-000381-co"," 310.00"," 310.00","0.00"
"293","20-000382-co"," 205.00"," 205.00","0.00"
"294","20-000383-co"," 195.00"," 195.00","0.00"
"295","20-000384-co"," 195.00"," 195.00","0.00"
"296","20-000387-co"," 195.00"," 195.00","0.00"
"297","20-000388-co"," 195.00"," 195.00","0.00"
"298","20-000389-co"," 195.00"," 195.00","0.00"
"299","20-000394-co"," 316.77"," 316.77","0.00"
"300","20-000396-co"," 195.00"," 195.00","0.00"
"301","20-000397-co"," 195.00"," 195.00","0.00"
"302","20-000398-co"," 205.00"," 205.00","0.00"
"303","20-000399-co"," 5.50"," 5.50","0.00"
"304","20-000400-co"," 205.00"," 205.00","0.00"
"305","20-000402-co"," 313.09"," 313.09","0.00"
"306","20-000403-co"," 195.00"," 195.00","0.00"
"307","20-000404-co"," 195.00"," 195.00","0.00"
"308","20-000405-co"," 205.00"," 205.00","0.00"
"309","20-000406-co"," 195.00"," 195.00","0.00"
"310","20-000407-co"," 209.98"," 209.98","0.00"
"311","20-000408-co"," 205.69"," 205.69","0.00"
"312","20-000410-co"," 205.00"," 205.00","0.00"
"313","20-000413-co"," 205.00"," 205.00","0.00"
"314","20-000414-co"," 195.00"," 195.00","0.00"
"315","20-000415-co"," 195.00"," 195.00","0.00"
"316","20-000416-co"," 255.00"," 205.00","50.00"
"317","20-000256-ci"," 430.00"," 430.00","0.00"
"318","20-000417-co"," 195.00"," 195.00","0.00"
"319","20-000418-co"," 205.00"," 205.00","0.00"
"320","20-000419-co"," 205.00"," 205.00","0.00"
"321","20-000420-co"," 320.00"," 320.00","0.00"
"322","20-000421-co"," 330.00"," 330.00","0.00"
"323","20-000422-co"," 195.00"," 195.00","0.00"
"324","20-000423-co"," 205.00"," 205.00","0.00"
"325","20-000374-co"," 205.00"," 205.00","0.00"
"326","20-000375-co"," 1.05"," 1.05","0.00"
"327","20-000376-co"," 320.00"," 320.00","0.00"
"328","20-000377-co"," 205.00"," 205.00","0.00"
"329","20-000326-co"," 195.00"," 195.00","0.00"
"330","20-000328-co"," 208.50"," 208.50","0.00"
"331","20-000329-co"," 210.88"," 210.88","0.00"
"332","20-000330-co"," 205.00"," 205.00","0.00"
"333","20-000331-co"," 195.00"," 195.00","0.00"
"334","20-000332-co"," 195.00"," 195.00","0.00"
"335","20-000333-co"," 310.00"," 310.00","0.00"
"336","20-000334-co"," 195.00"," 195.00","0.00"
"337","20-000340-co"," 215.00"," 215.00","0.00"
"338","20-000341-co"," 195.00"," 195.00","0.00"
"339","20-000344-co"," 195.00"," 195.00","0.00"
"340","20-000345-co"," 205.00"," 205.00","0.00"
"341","20-000346-co"," 195.00"," 195.00","0.00"
"342","20-000347-co"," 195.00"," 195.00","0.00"
"343","20-000348-co"," 2.25"," 2.25","0.00"
"344","20-000349-co"," 0.90"," 0.90","0.00"
"345","20-000351-co"," 202.67"," 202.67","0.00"
"346","20-000358-co"," 195.00"," 195.00","0.00"
"347","20-000359-co"," 195.00"," 195.00","0.00"
"348","20-000360-co"," 195.00"," 195.00","0.00"
"349","20-000361-co"," 205.00"," 205.00","0.00"
"350","20-000362-co"," 205.00"," 205.00","0.00"
"351","20-000363-co"," 205.00"," 205.00","0.00"
"352","20-000364-co"," 205.00"," 205.00","0.00"
"353","20-000365-co"," 195.00"," 195.00","0.00"
"354","20-000366-co"," 195.00"," 195.00","0.00"
"355","20-000367-co"," 205.00"," 205.00","0.00"
"356","20-000368-co"," 205.00"," 205.00","0.00"
"357","20-000369-co"," 213.48"," 213.48","0.00"
"358","20-000370-co"," 195.00"," 195.00","0.00"
"359","20-000371-co"," 195.00"," 195.00","0.00"
"360","20-000372-co"," 320.00"," 320.00","0.00"
"361","20-000486-co"," 310.00"," 310.00","0.00"
"362","20-000373-co"," 205.00"," 205.00","0.00"
"363","20-000356-co"," 195.00"," 195.00","0.00"
"364","20-000343-co"," 205.00"," 205.00","0.00"
"365","20-000278-co"," 200.03"," 200.03","0.00"
"366","20-000285-co"," 195.00"," 195.00","0.00"
"367","20-000287-co"," 0.90"," 0.90","0.00"
"368","20-000289-co"," 205.00"," 205.00","0.00"
"369","20-000290-co"," 215.00"," 215.00","0.00"
"370","20-000291-co"," 205.00"," 205.00","0.00"
"371","20-000293-co"," 195.69"," 195.69","0.00"
"372","20-000296-co"," 410.00"," 410.00","0.00"
"373","20-000297-co"," 198.50"," 198.50","0.00"
"374","20-000298-co"," 195.00"," 195.00","0.00"
"375","20-000299-co"," 209.88"," 209.88","0.00"
"376","20-000301-co"," 205.00"," 205.00","0.00"
"377","20-000304-co"," 205.30"," 205.30","0.00"
"378","20-000305-co"," 320.00"," 320.00","0.00"
"379","20-000306-co"," 320.00"," 320.00","0.00"
"380","20-000307-co"," 205.00"," 205.00","0.00"
"381","20-000308-co"," 195.00"," 195.00","0.00"
"382","20-000309-co"," 205.00"," 205.00","0.00"
"383","20-000310-co"," 195.00"," 195.00","0.00"
"384","20-000311-co"," 205.00"," 205.00","0.00"
"385","20-000313-co"," 0.90"," 0.90","0.00"
"386","20-000315-co"," 205.00"," 205.00","0.00"
"387","20-000317-co"," 205.00"," 205.00","0.00"
"388","20-000318-co"," 195.69"," 195.69","0.00"
"389","20-000319-co"," 195.00"," 195.00","0.00"
"390","20-000320-co"," 205.00"," 205.00","0.00"
"391","20-000321-co"," 195.00"," 195.00","0.00"
"392","20-000323-co"," 0.60"," 0.60","0.00"
"393","20-000324-co"," 205.00"," 205.00","0.00"
"394","20-000294-co"," 0.00"," 0.00","0.00"
"395","20-000286-co"," 410.00"," 410.00","0.00"
"396","20-000279-co"," 195.00"," 195.00","0.00"
"397","20-000280-co"," 205.00"," 205.00","0.00"
"398","20-000281-co"," 195.00"," 195.00","0.00"
"399","20-000282-co"," 195.00"," 195.00","0.00"
"400","20-000283-co"," 205.00"," 205.00","0.00"
"401","20-000284-co"," 195.00"," 195.00","0.00"
"402","20-000239-co"," 195.00"," 195.00","0.00"
"403","20-000247-co"," 195.00"," 195.00","0.00"
"404","20-000250-co"," 195.00"," 195.00","0.00"
"405","20-000251-co"," 320.00"," 320.00","0.00"
"406","20-000256-co"," 205.00"," 205.00","0.00"
"407","20-000260-co"," 205.00"," 205.00","0.00"
"408","20-000261-co"," 195.00"," 195.00","0.00"
"409","20-000263-co"," 1.80"," 1.80","0.00"
"410","20-000266-co"," 205.00"," 205.00","0.00"
"411","20-000267-co"," 205.00"," 205.00","0.00"
"412","20-000268-co"," 320.00"," 320.00","0.00"
"413","20-000269-co"," 205.00"," 205.00","0.00"
"414","20-000270-co"," 198.50"," 198.50","0.00"
"415","20-000271-co"," 205.00"," 205.00","0.00"
"416","20-000272-co"," 195.00"," 195.00","0.00"
"417","20-000273-co"," 0.15"," 0.15","0.00"
"418","20-000274-co"," 195.00"," 195.00","0.00"
"419","20-000275-co"," 195.00"," 195.00","0.00"
"420","20-000276-co"," 312.00"," 312.00","0.00"
"421","20-000277-co"," 195.00"," 195.00","0.00"
"422","20-000234-co"," 195.00"," 195.00","0.00"
"423","20-000207-co"," 198.50"," 198.50","0.00"
"424","20-000208-co"," 198.50"," 198.50","0.00"
"425","20-000209-co"," 198.50"," 198.50","0.00"
"426","20-000211-co"," 195.00"," 195.00","0.00"
"427","20-000213-co"," 330.00"," 330.00","0.00"
"428","20-000214-co"," 195.00"," 195.00","0.00"
"429","20-000215-co"," 205.00"," 205.00","0.00"
"430","20-000216-co"," 205.00"," 205.00","0.00"
"431","20-000217-co"," 195.00"," 195.00","0.00"
"432","20-000218-co"," 195.00"," 195.00","0.00"
"433","20-000219-co"," 212.38"," 212.38","0.00"
"434","20-000220-co"," 200.25"," 200.25","0.00"
"435","20-000221-co"," 199.94"," 199.94","0.00"
"436","20-000222-co"," 314.19"," 314.19","0.00"
"437","20-000223-co"," 204.07"," 204.07","0.00"
"438","20-000224-co"," 205.00"," 205.00","0.00"
"439","20-000225-co"," 0.30"," 0.30","0.00"
"440","20-000228-co"," 310.00"," 310.00","0.00"
"441","20-000229-co"," 195.00"," 195.00","0.00"
"442","20-000230-co"," 195.00"," 195.00","0.00"
"443","20-000231-co"," 195.00"," 195.00","0.00"
"444","20-000199-co"," 195.00"," 195.00","0.00"
"445","20-000200-co"," 195.00"," 195.00","0.00"
"446","20-000201-co"," 0.99"," 0.99","0.00"
"447","20-000203-co"," 1.20"," 1.20","0.00"
"448","20-000205-co"," 0.30"," 0.30","0.00"
"449","20-000174-co"," 200.57"," 200.57","0.00"
"450","20-000175-co"," 195.00"," 195.00","0.00"
"451","20-000176-co"," 200.57"," 200.57","0.00"
"452","20-000180-co"," 195.00"," 195.00","0.00"
"453","20-000184-co"," 195.00"," 195.00","0.00"
"454","20-000185-co"," 195.00"," 195.00","0.00"
"455","20-000186-co"," 195.00"," 195.00","0.00"
"456","20-000187-co"," 195.00"," 195.00","0.00"
"457","20-000189-co"," 215.00"," 215.00","0.00"
"458","20-000190-co"," 205.00"," 205.00","0.00"
"459","20-000191-co"," 198.50"," 198.50","0.00"
"460","20-000192-co"," 215.00"," 215.00","0.00"
"461","20-000193-co"," 310.00"," 310.00","0.00"
"462","20-000195-co"," 215.13"," 215.13","0.00"
"463","20-000197-co"," 195.00"," 195.00","0.00"
"464","20-000129-ci"," 460.00"," 460.00","0.00"
"465","20-000198-co"," 205.00"," 205.00","0.00"
"466","20-000194-co"," 195.00"," 195.00","0.00"
"467","20-000188-co"," 205.00"," 205.00","0.00"
"468","20-000177-co"," 320.00"," 320.00","0.00"
"469","20-000151-co"," 213.14"," 213.14","0.00"
"470","20-000152-co"," 195.00"," 195.00","0.00"
"471","20-000153-co"," 195.00"," 195.00","0.00"
"472","20-000160-co"," 200.87"," 200.87","0.00"
"473","20-000161-co"," 205.00"," 205.00","0.00"
"474","20-000162-co"," 310.00"," 310.00","0.00"
"475","20-000163-co"," 205.00"," 205.00","0.00"
"476","20-000164-co"," 205.00"," 205.00","0.00"
"477","20-000165-co"," 1.20"," 1.20","0.00"
"478","20-000166-co"," 205.00"," 205.00","0.00"
"479","20-000167-co"," 195.00"," 195.00","0.00"
"480","20-000169-co"," 195.00"," 195.00","0.00"
"481","20-000170-co"," 211.95"," 211.95","0.00"
"482","20-000171-co"," 205.00"," 205.00","0.00"
"483","20-000172-co"," 320.00"," 320.00","0.00"
"484","20-000173-co"," 195.00"," 195.00","0.00"
"485","20-000104-ci"," 497.50"," 497.50","0.00"
"486","20-000233-co"," 195.00"," 195.00","0.00"
"487","20-000143-co"," 225.22"," 225.22","0.00"
"488","20-000144-co"," 202.16"," 202.16","0.00"
"489","20-000145-co"," 1.20"," 1.20","0.00"
"490","20-000148-co"," 198.80"," 198.80","0.00"
"491","20-000149-co"," 310.00"," 310.00","0.00"
"492","20-000111-co"," 6.98"," 6.98","0.00"
"493","20-000112-co"," 196.60"," 196.60","0.00"
"494","20-000113-co"," 228.20"," 228.20","0.00"
"495","20-000114-co"," 205.00"," 205.00","0.00"
"496","20-000115-co"," 195.00"," 195.00","0.00"
"497","20-000116-co"," 205.00"," 205.00","0.00"
"498","20-000117-co"," 195.00"," 195.00","0.00"
"499","20-000118-co"," 195.00"," 195.00","0.00"
"500","20-000119-co"," 195.00"," 195.00","0.00"
"501","20-000120-co"," 195.00"," 195.00","0.00"
"502","20-000121-co"," 195.00"," 195.00","0.00"
"503","20-000122-co"," 195.00"," 195.00","0.00"
"504","20-000123-co"," 205.00"," 205.00","0.00"
"505","20-000124-co"," 195.00"," 195.00","0.00"
"506","20-000125-co"," 195.00"," 195.00","0.00"
"507","20-000126-co"," 195.00"," 195.00","0.00"
"508","20-000127-co"," 195.00"," 195.00","0.00"
"509","20-000130-co"," 199.68"," 199.68","0.00"
"510","20-000133-co"," 205.00"," 205.00","0.00"
"511","20-000134-co"," 195.00"," 195.00","0.00"
"512","20-000135-co"," 185.00"," 185.00","0.00"
"513","20-000136-co"," 205.00"," 205.00","0.00"
"514","20-000137-co"," 195.00"," 195.00","0.00"
"515","20-000138-co"," 195.00"," 195.00","0.00"
"516","20-000141-co"," 0.30"," 0.30","0.00"
"517","20-000142-co"," 1.80"," 1.80","0.00"
