"","case_number","to_pay","paid","balance"
"178","19-003986-co"," 0.60"," 0.60","0.00"
"179","19-003987-co"," 195.00"," 195.00","0.00"
"180","19-003988-co"," 195.00"," 195.00","0.00"
"181","19-003989-co"," 195.00"," 195.00","0.00"
"182","19-003990-co"," 195.00"," 195.00","0.00"
"183","19-003991-co"," 195.00"," 195.00","0.00"
"184","19-003992-co"," 195.00"," 195.00","0.00"
"185","19-003993-co"," 195.00"," 195.00","0.00"
"186","19-003994-co"," 205.00"," 205.00","0.00"
"187","19-003996-co"," 195.00"," 195.00","0.00"
"188","19-003999-co"," 195.00"," 195.00","0.00"
"189","19-004001-co"," 195.00"," 195.00","0.00"
"190","19-004002-co"," 0.15"," 0.15","0.00"
"191","19-004004-co"," 205.00"," 205.00","0.00"
"192","19-004006-co"," 225.00"," 225.00","0.00"
"193","19-004007-co"," 212.00"," 212.00","0.00"
"194","19-004008-co"," 212.00"," 212.00","0.00"
"195","19-004009-co"," 222.50"," 222.50","0.00"
"196","19-004010-co"," 195.00"," 195.00","0.00"
"197","19-004011-co"," 205.00"," 205.00","0.00"
"198","19-004013-co"," 195.00"," 195.00","0.00"
"199","19-004014-co"," 205.00"," 205.00","0.00"
"200","19-004015-co"," 195.00"," 195.00","0.00"
"201","19-004016-co"," 195.00"," 195.00","0.00"
"202","19-004017-co"," 197.10"," 197.10","0.00"
"203","19-004018-co"," 195.00"," 195.00","0.00"
"204","19-004019-co"," 195.00"," 195.00","0.00"
"205","19-004020-co"," 195.00"," 195.00","0.00"
"206","19-004021-co"," 195.00"," 195.00","0.00"
"207","19-004023-co"," 195.00"," 195.00","0.00"
"208","19-004024-co"," 205.00"," 205.00","0.00"
"209","19-004025-co"," 310.00"," 310.00","0.00"
"210","19-003978-co"," 198.50"," 198.50","0.00"
"211","19-003979-co"," 320.00"," 320.00","0.00"
"212","19-003980-co"," 310.00"," 310.00","0.00"
"213","19-003938-co"," 205.00"," 205.00","0.00"
"214","19-003939-co"," 199.14"," 199.14","0.00"
"215","19-003950-co"," 205.00"," 205.00","0.00"
"216","19-003952-co"," 315.90"," 315.90","0.00"
"217","19-003953-co"," 195.00"," 195.00","0.00"
"218","19-003960-co"," 195.00"," 195.00","0.00"
"219","19-003962-co"," 205.00"," 205.00","0.00"
"220","19-003963-co"," 195.00"," 195.00","0.00"
"221","19-003964-co"," 195.00"," 195.00","0.00"
"222","19-003965-co"," 205.00"," 205.00","0.00"
"223","19-003967-co"," 215.67"," 215.67","0.00"
"224","19-003970-co"," 195.00"," 195.00","0.00"
"225","19-003971-co"," 0.60"," 0.60","0.00"
"226","19-003975-co"," 195.00"," 195.00","0.00"
"227","19-003976-co"," 195.00"," 195.00","0.00"
"228","19-003977-co"," 195.00"," 195.00","0.00"
"229","19-003934-co"," 215.00"," 215.00","0.00"
"230","19-003935-co"," 195.00"," 195.00","0.00"
"231","19-003936-co"," 225.00"," 225.00","0.00"
"232","19-003898-co"," 195.00"," 195.00","0.00"
"233","19-003899-co"," 215.00"," 215.00","0.00"
"234","19-003901-co"," 205.00"," 205.00","0.00"
"235","19-003904-co"," 195.00"," 195.00","0.00"
"236","19-003907-co"," 195.00"," 195.00","0.00"
"237","19-003908-co"," 205.00"," 205.00","0.00"
"238","19-003909-co"," 0.00"," 0.00","0.00"
"239","19-003910-co"," 195.00"," 195.00","0.00"
"240","19-003911-co"," 15.00"," 15.00","0.00"
"241","19-003912-co"," 206.80"," 206.80","0.00"
"242","19-003913-co"," 195.00"," 195.00","0.00"
"243","19-003914-co"," 195.00"," 195.00","0.00"
"244","19-003915-co"," 198.75"," 198.75","0.00"
"245","19-003916-co"," 311.50"," 311.50","0.00"
"246","19-003918-co"," 195.00"," 195.00","0.00"
"247","19-003919-co"," 195.00"," 195.00","0.00"
"248","19-003921-co"," 205.00"," 205.00","0.00"
"249","19-003922-co"," 195.00"," 195.00","0.00"
"250","19-003923-co"," 195.00"," 195.00","0.00"
"251","19-003924-co"," 195.00"," 195.00","0.00"
"252","19-003925-co"," 205.00"," 205.00","0.00"
"253","19-003926-co"," 195.00"," 195.00","0.00"
"254","19-003927-co"," 195.00"," 195.00","0.00"
"255","19-003929-co"," 195.00"," 195.00","0.00"
"256","19-003930-co"," 195.00"," 195.00","0.00"
"257","19-003931-co"," 200.65"," 200.65","0.00"
"258","19-003933-co"," 195.00"," 195.00","0.00"
"259","19-003858-co"," 211.95"," 211.95","0.00"
"260","19-003860-co"," 333.87"," 333.87","0.00"
"261","19-003864-co"," 212.64"," 212.64","0.00"
"262","19-003867-co"," 195.00"," 195.00","0.00"
"263","19-003871-co"," 195.00"," 195.00","0.00"
"264","19-003873-co"," 195.00"," 195.00","0.00"
"265","19-003874-co"," 185.00"," 185.00","0.00"
"266","19-003875-co"," 195.00"," 195.00","0.00"
"267","19-003876-co"," 195.00"," 195.00","0.00"
"268","19-003878-co"," 11.80"," 11.80","0.00"
"269","19-003879-co"," 0.30"," 0.30","0.00"
"270","19-003882-co"," 213.70"," 213.70","0.00"
"271","19-003883-co"," 195.00"," 195.00","0.00"
"272","19-003884-co"," 231.66"," 231.66","0.00"
"273","19-003885-co"," 195.00"," 195.00","0.00"
"274","19-003886-co"," 205.00"," 205.00","0.00"
"275","19-003887-co"," 312.79"," 312.79","0.00"
"276","19-003888-co"," 195.00"," 195.00","0.00"
"277","19-003889-co"," 195.00"," 195.00","0.00"
"278","19-003824-co"," 195.00"," 195.00","0.00"
"279","19-003828-co"," 205.00"," 205.00","0.00"
"280","19-003829-co"," 195.00"," 195.00","0.00"
"281","19-003830-co"," 0.60"," 0.60","0.00"
"282","19-003831-co"," 195.00"," 195.00","0.00"
"283","19-003833-co"," 224.88"," 224.88","0.00"
"284","19-003835-co"," 199.19"," 199.19","0.00"
"285","19-003837-co"," 215.00"," 215.00","0.00"
"286","19-003838-co"," 195.00"," 195.00","0.00"
"287","19-003840-co"," 205.00"," 205.00","0.00"
"288","19-003841-co"," 195.00"," 195.00","0.00"
"289","19-003842-co"," 195.00"," 195.00","0.00"
"290","19-003843-co"," 195.00"," 195.00","0.00"
"291","19-003844-co"," 205.00"," 205.00","0.00"
"292","19-003845-co"," 195.00"," 195.00","0.00"
"293","19-003847-co"," 195.00"," 195.00","0.00"
"294","19-003848-co"," 205.00"," 205.00","0.00"
"295","19-003851-co"," 195.00"," 195.00","0.00"
"296","19-003855-co"," 195.00"," 195.00","0.00"
"297","19-003762-co"," 205.00"," 205.00","0.00"
"298","19-003763-co"," 215.00"," 215.00","0.00"
"299","19-003764-co"," 205.00"," 205.00","0.00"
"300","19-003765-co"," 195.00"," 195.00","0.00"
"301","19-003767-co"," 201.83"," 201.83","0.00"
"302","19-003768-co"," 195.00"," 195.00","0.00"
"303","19-003770-co"," 195.00"," 195.00","0.00"
"304","19-003772-co"," 195.00"," 195.00","0.00"
"305","19-003773-co"," 225.00"," 225.00","0.00"
"306","19-003774-co"," 195.00"," 195.00","0.00"
"307","19-003775-co"," 205.00"," 205.00","0.00"
"308","19-003776-co"," 195.00"," 195.00","0.00"
"309","19-003777-co"," 195.00"," 195.00","0.00"
"310","19-003778-co"," 205.00"," 205.00","0.00"
"311","19-003783-co"," 200.48"," 200.48","0.00"
"312","19-003785-co"," 205.00"," 205.00","0.00"
"313","19-003788-co"," 205.00"," 205.00","0.00"
"314","19-003790-co"," 215.00"," 215.00","0.00"
"315","19-003791-co"," 225.00"," 225.00","0.00"
"316","19-003792-co"," 195.00"," 195.00","0.00"
"317","19-003793-co"," 185.00"," 185.00","0.00"
"318","19-003796-co"," 1.80"," 1.80","0.00"
"319","19-003799-co"," 195.00"," 195.00","0.00"
"320","19-003800-co"," 195.00"," 195.00","0.00"
"321","19-003801-co"," 205.00"," 205.00","0.00"
"322","19-003803-co"," 205.00"," 205.00","0.00"
"323","19-003807-co"," 195.00"," 195.00","0.00"
"324","19-003809-co"," 6.65"," 6.65","0.00"
"325","19-003810-co"," 195.00"," 195.00","0.00"
"326","19-003811-co"," 205.00"," 205.00","0.00"
"327","19-003812-co"," 195.00"," 195.00","0.00"
"328","19-003813-co"," 195.00"," 195.00","0.00"
"329","19-003816-co"," 195.00"," 195.00","0.00"
"330","19-003817-co"," 205.00"," 205.00","0.00"
"331","19-003712-co"," 1.44"," 1.44","0.00"
"332","19-003714-co"," 295.00"," 295.00","0.00"
"333","19-003717-co"," 198.50"," 198.50","0.00"
"334","19-003720-co"," 195.00"," 195.00","0.00"
"335","19-003722-co"," 195.00"," 195.00","0.00"
"336","19-003723-co"," 205.00"," 205.00","0.00"
"337","19-003724-co"," 195.00"," 195.00","0.00"
"338","19-003725-co"," 195.00"," 195.00","0.00"
"339","19-003726-co"," 10.75"," 10.75","0.00"
"340","19-003728-co"," 195.00"," 195.00","0.00"
"341","19-003733-co"," 195.00"," 195.00","0.00"
"342","19-003736-co"," 205.00"," 205.00","0.00"
"343","19-003737-co"," 198.50"," 198.50","0.00"
"344","19-003738-co"," 0.15"," 0.15","0.00"
"345","19-003739-co"," 195.00"," 195.00","0.00"
"346","19-003741-co"," 0.30"," 0.30","0.00"
"347","19-003742-co"," 205.00"," 205.00","0.00"
"348","19-003743-co"," 1.74"," 1.74","0.00"
"349","19-003744-co"," 195.00"," 195.00","0.00"
"350","19-003745-co"," 205.00"," 205.00","0.00"
"351","19-003746-co"," 195.00"," 195.00","0.00"
"352","19-003747-co"," 195.00"," 195.00","0.00"
"353","19-003750-co"," 195.00"," 195.00","0.00"
"354","19-003752-co"," 205.00"," 205.00","0.00"
"355","19-003753-co"," 205.00"," 205.00","0.00"
"356","19-003756-co"," 195.00"," 195.00","0.00"
"357","19-003757-co"," 195.00"," 195.00","0.00"
"358","19-003758-co"," 195.00"," 195.00","0.00"
"359","19-003759-co"," 195.00"," 195.00","0.00"
"360","19-003760-co"," 205.00"," 205.00","0.00"
"361","19-003684-co"," 0.60"," 0.60","0.00"
"362","19-003685-co"," 195.00"," 195.00","0.00"
"363","19-003687-co"," 205.00"," 205.00","0.00"
"364","19-003688-co"," 310.00"," 310.00","0.00"
"365","19-003689-co"," 305.00"," 305.00","0.00"
"366","19-003693-co"," 198.50"," 198.50","0.00"
"367","19-003695-co"," 198.50"," 198.50","0.00"
"368","19-003697-co"," 205.30"," 205.30","0.00"
"369","19-003699-co"," 205.00"," 205.00","0.00"
"370","19-003700-co"," 206.95"," 206.95","0.00"
"371","19-003701-co"," 223.05"," 223.05","0.00"
"372","19-003702-co"," 200.75"," 200.75","0.00"
"373","19-003703-co"," 205.00"," 205.00","0.00"
"374","19-003705-co"," 195.00"," 195.00","0.00"
"375","19-003706-co"," 205.00"," 205.00","0.00"
"376","19-003707-co"," 195.00"," 195.00","0.00"
"377","19-003710-co"," 195.00"," 195.00","0.00"
"378","19-003638-co"," 0.99"," 0.99","0.00"
"379","19-003640-co"," 1.50"," 1.50","0.00"
"380","19-003643-co"," 195.00"," 195.00","0.00"
"381","19-003645-co"," 197.79"," 197.79","0.00"
"382","19-003649-co"," 198.50"," 198.50","0.00"
"383","19-003650-co"," 195.00"," 195.00","0.00"
"384","19-003651-co"," 195.00"," 195.00","0.00"
"385","19-003652-co"," 215.00"," 215.00","0.00"
"386","19-003654-co"," 195.00"," 195.00","0.00"
"387","19-003655-co"," 195.00"," 195.00","0.00"
"388","19-003656-co"," 195.00"," 195.00","0.00"
"389","19-003657-co"," 205.00"," 205.00","0.00"
"390","19-003659-co"," 205.00"," 205.00","0.00"
"391","19-003660-co"," 205.00"," 205.00","0.00"
"392","19-003662-co"," 199.38"," 199.38","0.00"
"393","19-003664-co"," 201.18"," 201.18","0.00"
"394","19-003665-co"," 205.00"," 205.00","0.00"
"395","19-003666-co"," 225.00"," 225.00","0.00"
"396","19-003667-co"," 205.00"," 205.00","0.00"
"397","19-003668-co"," 195.00"," 195.00","0.00"
"398","19-003669-co"," 228.53"," 228.53","0.00"
"399","19-003673-co"," 205.00"," 205.00","0.00"
"400","19-003676-co"," 205.00"," 205.00","0.00"
"401","19-003679-co"," 314.70"," 314.70","0.00"
"402","19-003680-co"," 199.19"," 199.19","0.00"
"403","19-003681-co"," 206.38"," 206.38","0.00"
"404","19-003607-co"," 195.00"," 195.00","0.00"
"405","19-003610-co"," 205.00"," 205.00","0.00"
"406","19-003612-co"," 205.00"," 205.00","0.00"
"407","19-003613-co"," 195.00"," 195.00","0.00"
"408","19-003614-co"," 205.00"," 205.00","0.00"
"409","19-003615-co"," 217.50"," 217.50","0.00"
"410","19-003616-co"," 205.00"," 205.00","0.00"
"411","19-003617-co"," 205.00"," 205.00","0.00"
"412","19-003618-co"," 215.00"," 215.00","0.00"
"413","19-003619-co"," 195.00"," 195.00","0.00"
"414","19-003620-co"," 310.00"," 310.00","0.00"
"415","19-003621-co"," 195.00"," 195.00","0.00"
"416","19-003622-co"," 205.00"," 205.00","0.00"
"417","19-003623-co"," 195.00"," 195.00","0.00"
"418","19-003624-co"," 195.00"," 195.00","0.00"
"419","19-003625-co"," 195.00"," 195.00","0.00"
"420","19-003626-co"," 195.00"," 195.00","0.00"
"421","19-003629-co"," 205.00"," 205.00","0.00"
"422","19-003631-co"," 200.57"," 200.57","0.00"
"423","19-003632-co"," 195.00"," 195.00","0.00"
"424","19-003633-co"," 0.30"," 0.30","0.00"
"425","19-003634-co"," 215.00"," 215.00","0.00"
"426","19-003635-co"," 215.00"," 215.00","0.00"
"427","19-003637-co"," 205.00"," 205.00","0.00"
"428","19-003573-co"," 213.38"," 213.38","0.00"
"429","19-003578-co"," 198.65"," 198.65","0.00"
"430","19-003581-co"," 195.00"," 195.00","0.00"
"431","19-003582-co"," 310.00"," 310.00","0.00"
"432","19-003583-co"," 10.35"," 10.35","0.00"
"433","19-003585-co"," 195.00"," 195.00","0.00"
"434","19-003586-co"," 197.55"," 197.55","0.00"
"435","19-003587-co"," 195.00"," 195.00","0.00"
"436","19-003589-co"," 205.00"," 205.00","0.00"
"437","19-003591-co"," 195.00"," 195.00","0.00"
"438","19-003597-co"," 205.00"," 205.00","0.00"
"439","19-003603-co"," 195.00"," 195.00","0.00"
"440","19-003527-co"," 195.00"," 195.00","0.00"
"441","19-003553-co"," 198.60"," 198.60","0.00"
"442","19-003555-co"," 195.00"," 195.00","0.00"
"443","19-003559-co"," 205.00"," 205.00","0.00"
"444","19-003561-co"," 205.00"," 205.00","0.00"
"445","19-003562-co"," 0.30"," 0.30","0.00"
"446","19-003565-co"," 205.00"," 205.00","0.00"
"447","19-003567-co"," 205.00"," 205.00","0.00"
"448","19-003570-co"," 0.30"," 0.30","0.00"
"449","19-003558-co"," 215.00"," 215.00","0.00"
"450","19-003503-co"," 199.85"," 199.85","0.00"
"451","19-003504-co"," 204.05"," 204.05","0.00"
"452","19-003505-co"," 195.00"," 195.00","0.00"
"453","19-003509-co"," 195.69"," 195.69","0.00"
"454","19-003510-co"," 195.00"," 195.00","0.00"
"455","19-003511-co"," 4.49"," 4.49","0.00"
"456","19-003512-co"," 195.00"," 195.00","0.00"
"457","19-003513-co"," 195.15"," 195.15","0.00"
"458","19-003514-co"," 205.00"," 205.00","0.00"
"459","19-003516-co"," 205.00"," 205.00","0.00"
"460","19-003517-co"," 195.00"," 195.00","0.00"
"461","19-003522-co"," 185.00"," 185.00","0.00"
"462","19-003470-co"," 195.00"," 195.00","0.00"
"463","19-003473-co"," 295.00"," 295.00","0.00"
"464","19-003475-co"," 195.00"," 195.00","0.00"
"465","19-003481-co"," 470.80"," 470.80","0.00"
"466","19-003482-co"," 198.50"," 198.50","0.00"
"467","19-003485-co"," 215.00"," 215.00","0.00"
"468","19-003488-co"," 195.00"," 195.00","0.00"
"469","19-003489-co"," 195.00"," 195.00","0.00"
"470","19-003490-co"," 215.00"," 215.00","0.00"
"471","19-003492-co"," 205.00"," 205.00","0.00"
"472","19-003494-co"," 195.00"," 195.00","0.00"
"473","19-003495-co"," 0.60"," 0.60","0.00"
"474","19-003496-co"," 225.00"," 225.00","0.00"
"475","19-003499-co"," 205.00"," 205.00","0.00"
"476","19-003463-co"," 198.00"," 198.00","0.00"
"477","19-003468-co"," 195.00"," 195.00","0.00"
"478","19-003434-co"," 196.20"," 196.20","0.00"
"479","19-003435-co"," 219.45"," 219.45","0.00"
"480","19-003438-co"," 195.00"," 195.00","0.00"
"481","19-003439-co"," 205.00"," 205.00","0.00"
"482","19-003440-co"," 195.00"," 195.00","0.00"
"483","19-003441-co"," 195.00"," 195.00","0.00"
"484","19-003443-co"," 195.00"," 195.00","0.00"
"485","19-003444-co"," 205.00"," 205.00","0.00"
"486","19-003447-co"," 195.00"," 195.00","0.00"
"487","19-003448-co"," 195.00"," 195.00","0.00"
"488","19-003449-co"," 215.00"," 215.00","0.00"
"489","19-003450-co"," 205.00"," 205.00","0.00"
"490","19-003454-co"," 195.00"," 195.00","0.00"
"491","19-003456-co"," 215.00"," 215.00","0.00"
"492","19-003458-co"," 195.00"," 195.00","0.00"
"493","19-003459-co"," 301.00"," 301.00","0.00"
