"","case_number","to_pay","paid","balance"
"59","20-003245-co"," 198.69"," 198.69","0.00"
"60","20-003248-co"," 0.30"," 0.30","0.00"
"61","20-002953-ci"," 420.00"," 420.00","0.00"
"62","20-003250-co"," 330.00"," 330.00","0.00"
"63","20-003214-co"," 195.00"," 195.00","0.00"
"64","20-003215-co"," 195.00"," 195.00","0.00"
"65","20-003221-co"," 1.35"," 1.35","0.00"
"66","20-003222-co"," 310.00"," 310.00","0.00"
"67","20-003223-co"," 205.00"," 205.00","0.00"
"68","20-003224-co"," 214.45"," 214.45","0.00"
"69","20-003225-co"," 199.19"," 199.19","0.00"
"70","20-003227-co"," 195.00"," 195.00","0.00"
"71","20-003229-co"," 205.00"," 205.00","0.00"
"72","20-003233-co"," 195.00"," 195.00","0.00"
"73","20-003202-co"," 205.00"," 205.00","0.00"
"74","20-003203-co"," 205.00"," 205.00","0.00"
"75","20-003204-co"," 205.00"," 205.00","0.00"
"76","20-003205-co"," 205.00"," 205.00","0.00"
"77","20-003206-co"," 198.50"," 198.50","0.00"
"78","20-003207-co"," 195.00"," 195.00","0.00"
"79","20-002902-ci"," 410.00"," 410.00","0.00"
"80","20-003210-co"," 320.00"," 320.00","0.00"
"81","20-003191-co"," 205.00"," 205.00","0.00"
"82","20-003192-co"," 198.95"," 198.95","0.00"
"83","20-003196-co"," 310.00"," 310.00","0.00"
"84","20-003197-co"," 195.00"," 195.00","0.00"
"85","20-003200-co"," 225.00"," 225.00","0.00"
"86","20-002893-ci"," 420.00"," 420.00","0.00"
"87","20-003178-co"," 195.00"," 195.00","0.00"
"88","20-003179-co"," 312.37"," 312.37","0.00"
"89","20-003180-co"," 195.69"," 195.69","0.00"
"90","20-003184-co"," 340.00"," 340.00","0.00"
"91","20-003185-co"," 320.00"," 320.00","0.00"
"92","20-003190-co"," 205.00"," 205.00","0.00"
"93","20-003154-co"," 195.90"," 195.90","0.00"
"94","20-003160-co"," 310.00"," 310.00","0.00"
"95","20-003161-co"," 320.00"," 320.00","0.00"
"96","20-003164-co"," 318.36"," 318.36","0.00"
"97","20-003166-co"," 195.00"," 195.00","0.00"
"98","20-002840-ci"," 410.00"," 410.00","0.00"
"99","20-003167-co"," 330.00"," 330.00","0.00"
"100","20-003168-co"," 313.50"," 313.50","0.00"
"101","20-003169-co"," 235.00"," 235.00","0.00"
"102","20-003170-co"," 205.00"," 205.00","0.00"
"103","20-003172-co"," 205.00"," 205.00","0.00"
"104","20-002846-ci"," 410.00"," 410.00","0.00"
"105","20-003145-co"," 205.00"," 205.00","0.00"
"106","20-003124-co"," 0.30"," 0.30","0.00"
"107","20-003130-co"," 205.00"," 205.00","0.00"
"108","20-003132-co"," 215.00"," 215.00","0.00"
"109","20-003135-co"," 310.00"," 310.00","0.00"
"110","20-003137-co"," 205.00"," 205.00","0.00"
"111","20-002811-ci"," 430.00"," 430.00","0.00"
"112","20-003106-co"," 420.00"," 420.00","0.00"
"113","20-003113-co"," 200.52"," 200.52","0.00"
"114","20-003117-co"," 310.00"," 310.00","0.00"
"115","20-003092-co"," 201.80"," 201.80","0.00"
"116","20-003096-co"," 320.00"," 320.00","0.00"
"117","20-003099-co"," 198.84"," 198.84","0.00"
"118","20-002746-ci"," 410.00"," 410.00","0.00"
"119","20-003102-co"," 195.00"," 195.00","0.00"
"120","20-003070-co"," 0.90"," 0.90","0.00"
"121","20-003078-co"," 198.50"," 198.50","0.00"
"122","20-003079-co"," 198.50"," 198.50","0.00"
"123","20-003080-co"," 205.00"," 205.00","0.00"
"124","20-003083-co"," 205.00"," 205.00","0.00"
"125","20-003056-co"," 195.00"," 195.00","0.00"
"126","20-003058-co"," 195.00"," 195.00","0.00"
"127","20-003059-co"," 205.00"," 205.00","0.00"
"128","20-003061-co"," 5.30"," 5.30","0.00"
"129","20-003062-co"," 205.00"," 205.00","0.00"
"130","20-003063-co"," 198.50"," 198.50","0.00"
"131","20-003064-co"," 320.00"," 320.00","0.00"
"132","20-003069-co"," 215.00"," 215.00","0.00"
"133","20-002688-ci"," 420.00"," 420.00","0.00"
"134","20-003048-co"," 195.00"," 195.00","0.00"
"135","20-003019-co"," 0.45"," 0.45","0.00"
"136","20-003022-co"," 222.50"," 222.50","0.00"
"137","20-003023-co"," 195.00"," 195.00","0.00"
"138","20-003024-co"," 205.00"," 205.00","0.00"
"139","20-003026-co"," 211.30"," 211.30","0.00"
"140","20-003027-co"," 195.00"," 195.00","0.00"
"141","20-003028-co"," 314.40"," 314.40","0.00"
"142","20-003032-co"," 320.00"," 320.00","0.00"
"143","20-003033-co"," 205.00"," 205.00","0.00"
"144","20-003034-co"," 195.00"," 195.00","0.00"
"145","20-003037-co"," 205.00"," 205.00","0.00"
"146","20-003038-co"," 330.00"," 330.00","0.00"
"147","20-002992-co"," 212.95"," 212.95","0.00"
"148","20-002993-co"," 207.66"," 207.66","0.00"
"149","20-002994-co"," 200.19"," 200.19","0.00"
"150","20-002995-co"," 200.19"," 200.19","0.00"
"151","20-002996-co"," 195.69"," 195.69","0.00"
"152","20-002998-co"," 197.76"," 197.76","0.00"
"153","20-003000-co"," 203.99"," 203.99","0.00"
"154","20-003004-co"," 0.00"," 0.00","0.00"
"155","20-003006-co"," 310.00"," 310.00","0.00"
"156","20-003007-co"," 195.00"," 195.00","0.00"
"157","20-003012-co"," 310.00"," 310.00","0.00"
"158","20-003014-co"," 310.00"," 310.00","0.00"
"159","20-003015-co"," 310.00"," 310.00","0.00"
