"","case_number","to_pay","paid","balance"
"144","19-010586-co"," 221.50"," 221.50","0.00"
"145","19-010589-co"," 195.00"," 195.00","0.00"
"146","19-010591-co"," 0.45"," 0.45","0.00"
"147","19-010592-co"," 195.00"," 195.00","0.00"
"148","19-010594-co"," 195.00"," 195.00","0.00"
"149","19-010596-co"," 195.00"," 195.00","0.00"
"150","19-010597-co"," 195.00"," 195.00","0.00"
"151","19-010598-co"," 205.00"," 205.00","0.00"
"152","19-010599-co"," 205.00"," 205.00","0.00"
"153","19-010600-co"," 215.00"," 215.00","0.00"
"154","19-010603-co"," 205.00"," 205.00","0.00"
"155","19-010604-co"," 0.15"," 0.15","0.00"
"156","19-010608-co"," 195.00"," 195.00","0.00"
"157","19-010610-co"," 195.00"," 195.00","0.00"
"158","19-010617-co"," 310.00"," 310.00","0.00"
"159","19-010618-co"," 205.00"," 205.00","0.00"
"160","19-010619-co"," 205.00"," 205.00","0.00"
"161","19-010620-co"," 330.00"," 330.00","0.00"
"162","19-010622-co"," 205.00"," 205.00","0.00"
"163","19-010623-co"," 195.00"," 195.00","0.00"
"164","19-010624-co"," 195.00"," 195.00","0.00"
"165","19-010625-co"," 195.00"," 195.00","0.00"
"166","19-010626-co"," 205.00"," 205.00","0.00"
"167","19-010627-co"," 215.00"," 215.00","0.00"
"168","19-010628-co"," 195.00"," 195.00","0.00"
"169","19-010629-co"," 205.00"," 205.00","0.00"
"170","19-008368-ci"," 410.00"," 410.00","0.00"
"171","19-010573-co"," 205.00"," 205.00","0.00"
"172","19-010574-co"," 345.00"," 345.00","0.00"
"173","19-010575-co"," 304.00"," 304.00","0.00"
"174","19-010521-co"," 211.45"," 211.45","0.00"
"175","19-010522-co"," 200.57"," 200.57","0.00"
"176","19-010572-co"," 205.00"," 205.00","0.00"
"177","19-010526-co"," 205.00"," 205.00","0.00"
"178","19-010527-co"," 195.00"," 195.00","0.00"
"179","19-010533-co"," 195.00"," 195.00","0.00"
"180","19-010535-co"," 195.00"," 195.00","0.00"
"181","19-010536-co"," 195.00"," 195.00","0.00"
"182","19-010537-co"," 205.00"," 205.00","0.00"
"183","19-010538-co"," 195.00"," 195.00","0.00"
"184","19-010539-co"," 195.00"," 195.00","0.00"
"185","19-010540-co"," 195.00"," 195.00","0.00"
"186","19-010541-co"," 195.00"," 195.00","0.00"
"187","19-010542-co"," 195.00"," 195.00","0.00"
"188","19-010544-co"," 315.09"," 315.09","0.00"
"189","19-010545-co"," 217.07"," 217.07","0.00"
"190","19-010546-co"," 195.00"," 195.00","0.00"
"191","19-010547-co"," 205.00"," 205.00","0.00"
"192","19-010548-co"," 195.00"," 195.00","0.00"
"193","19-010549-co"," 195.00"," 195.00","0.00"
"194","19-010552-co"," 329.86"," 329.86","0.00"
"195","19-010553-co"," 0.30"," 0.30","0.00"
"196","19-010554-co"," 195.00"," 195.00","0.00"
"197","19-010555-co"," 205.00"," 205.00","0.00"
"198","19-010559-co"," 195.00"," 195.00","0.00"
"199","19-010560-co"," 195.00"," 195.00","0.00"
"200","19-010561-co"," 195.00"," 195.00","0.00"
"201","19-010563-co"," 195.00"," 195.00","0.00"
"202","19-010564-co"," 195.00"," 195.00","0.00"
"203","19-010565-co"," 195.00"," 195.00","0.00"
"204","19-010566-co"," 195.00"," 195.00","0.00"
"205","19-010567-co"," 195.00"," 195.00","0.00"
"206","19-010568-co"," 197.94"," 197.94","0.00"
"207","19-010569-co"," 1.05"," 1.05","0.00"
"208","19-010570-co"," 195.00"," 195.00","0.00"
"209","19-010571-co"," 195.00"," 195.00","0.00"
"210","19-010543-co"," 195.00"," 195.00","0.00"
"211","19-010507-co"," 205.00"," 205.00","0.00"
"212","19-010510-co"," 195.00"," 195.00","0.00"
"213","19-010512-co"," 205.00"," 205.00","0.00"
"214","19-010513-co"," 215.00"," 215.00","0.00"
"215","19-010514-co"," 195.00"," 195.00","0.00"
"216","19-010515-co"," 195.00"," 195.00","0.00"
"217","19-010516-co"," 195.00"," 195.00","0.00"
"218","19-010517-co"," 195.00"," 195.00","0.00"
"219","19-010518-co"," 205.00"," 205.00","0.00"
"220","19-010519-co"," 310.00"," 310.00","0.00"
"221","19-010520-co"," 195.00"," 195.00","0.00"
"222","19-010470-co"," 198.50"," 198.50","0.00"
"223","19-010471-co"," 198.50"," 198.50","0.00"
"224","19-010472-co"," 195.69"," 195.69","0.00"
"225","19-010478-co"," 195.00"," 195.00","0.00"
"226","19-010479-co"," 205.00"," 205.00","0.00"
"227","19-010481-co"," 195.00"," 195.00","0.00"
"228","19-010483-co"," 215.00"," 215.00","0.00"
"229","19-010484-co"," 205.69"," 205.69","0.00"
"230","19-010485-co"," 195.00"," 195.00","0.00"
"231","19-010486-co"," 205.00"," 205.00","0.00"
"232","19-010489-co"," 195.00"," 195.00","0.00"
"233","19-010490-co"," 225.00"," 225.00","0.00"
"234","19-010491-co"," 199.55"," 199.55","0.00"
"235","19-010492-co"," 205.00"," 205.00","0.00"
"236","19-010493-co"," 195.00"," 195.00","0.00"
"237","19-010496-co"," 0.90"," 0.90","0.00"
"238","19-010497-co"," 205.00"," 205.00","0.00"
"239","19-010498-co"," 205.00"," 205.00","0.00"
"240","19-010500-co"," 0.30"," 0.30","0.00"
"241","19-010501-co"," 205.00"," 205.00","0.00"
"242","19-010502-co"," 199.29"," 199.29","0.00"
"243","19-010503-co"," 205.00"," 205.00","0.00"
"244","19-010504-co"," 195.00"," 195.00","0.00"
"245","19-010505-co"," 205.00"," 205.00","0.00"
"246","19-010523-co"," 195.00"," 195.00","0.00"
"247","19-010415-co"," 199.19"," 199.19","0.00"
"248","19-010416-co"," 212.82"," 212.82","0.00"
"249","19-010420-co"," 312.58"," 312.58","0.00"
"250","19-010443-co"," 205.00"," 205.00","0.00"
"251","19-010446-co"," 215.00"," 215.00","0.00"
"252","19-010447-co"," 205.00"," 205.00","0.00"
"253","19-010448-co"," 205.00"," 205.00","0.00"
"254","19-010449-co"," 215.00"," 215.00","0.00"
"255","19-010450-co"," 205.00"," 205.00","0.00"
"256","19-010451-co"," 199.19"," 199.19","0.00"
"257","19-010454-co"," 205.00"," 205.00","0.00"
"258","19-010455-co"," 205.00"," 205.00","0.00"
"259","19-010456-co"," 195.00"," 195.00","0.00"
"260","19-010457-co"," 215.00"," 215.00","0.00"
"261","19-010459-co"," 323.50"," 323.50","0.00"
"262","19-010460-co"," 195.00"," 195.00","0.00"
"263","19-010462-co"," 195.00"," 195.00","0.00"
"264","19-010463-co"," 205.00"," 205.00","0.00"
"265","19-010464-co"," 195.00"," 195.00","0.00"
"266","19-010465-co"," 195.00"," 195.00","0.00"
"267","19-010466-co"," 0.15"," 0.15","0.00"
"268","19-010467-co"," 310.00"," 310.00","0.00"
"269","19-010469-co"," 215.00"," 215.00","0.00"
"270","19-010506-co"," 325.60"," 325.60","0.00"
"271","19-010383-co"," 200.00"," 200.00","0.00"
"272","19-010385-co"," 195.69"," 195.69","0.00"
"273","19-010386-co"," 195.00"," 195.00","0.00"
"274","19-010387-co"," 225.00"," 225.00","0.00"
"275","19-010388-co"," 195.00"," 195.00","0.00"
"276","19-010390-co"," 195.00"," 195.00","0.00"
"277","19-010391-co"," 195.00"," 195.00","0.00"
"278","19-010392-co"," 195.00"," 195.00","0.00"
"279","19-010393-co"," 195.00"," 195.00","0.00"
"280","19-010395-co"," 195.00"," 195.00","0.00"
"281","19-010397-co"," 1.20"," 1.20","0.00"
"282","19-010398-co"," 205.00"," 205.00","0.00"
"283","19-010399-co"," 195.69"," 195.69","0.00"
"284","19-010400-co"," 195.00"," 195.00","0.00"
"285","19-010401-co"," 195.00"," 195.00","0.00"
"286","19-010402-co"," 195.00"," 195.00","0.00"
"287","19-010403-co"," 195.00"," 195.00","0.00"
"288","19-010404-co"," 215.00"," 215.00","0.00"
"289","19-010405-co"," 0.90"," 0.90","0.00"
"290","19-010406-co"," 195.00"," 195.00","0.00"
"291","19-010407-co"," 205.00"," 205.00","0.00"
"292","19-010408-co"," 195.00"," 195.00","0.00"
"293","19-010409-co"," 195.00"," 195.00","0.00"
"294","19-010410-co"," 205.00"," 205.00","0.00"
"295","19-010411-co"," 195.00"," 195.00","0.00"
"296","19-010413-co"," 195.00"," 195.00","0.00"
"297","19-010430-co"," 215.00"," 215.00","0.00"
"298","19-010431-co"," 195.00"," 195.00","0.00"
"299","19-010441-co"," 205.00"," 205.00","0.00"
"300","19-010442-co"," 215.00"," 215.00","0.00"
"301","19-010340-co"," 195.00"," 195.00","0.00"
"302","19-010350-co"," 195.00"," 195.00","0.00"
"303","19-010351-co"," 195.00"," 195.00","0.00"
"304","19-010352-co"," 10.94"," 10.94","0.00"
"305","19-010353-co"," 195.00"," 195.00","0.00"
"306","19-010358-co"," 195.00"," 195.00","0.00"
"307","19-010361-co"," 210.58"," 210.58","0.00"
"308","19-010362-co"," 195.00"," 195.00","0.00"
"309","19-010364-co"," 195.00"," 195.00","0.00"
"310","19-010365-co"," 195.00"," 195.00","0.00"
"311","19-010367-co"," 205.00"," 205.00","0.00"
"312","19-010371-co"," 195.00"," 195.00","0.00"
"313","19-010376-co"," 195.00"," 195.00","0.00"
"314","19-010377-co"," 0.60"," 0.60","0.00"
"315","19-010379-co"," 215.00"," 215.00","0.00"
"316","19-010380-co"," 195.00"," 195.00","0.00"
"317","19-010368-co"," 320.00"," 320.00","0.00"
"318","19-010321-co"," 215.00"," 215.00","0.00"
"319","19-010322-co"," 210.72"," 210.72","0.00"
"320","19-010323-co"," 195.00"," 195.00","0.00"
"321","19-010324-co"," 256.55"," 256.55","0.00"
"322","19-010325-co"," 195.00"," 195.00","0.00"
"323","19-010326-co"," 195.00"," 195.00","0.00"
"324","19-010327-co"," 205.00"," 205.00","0.00"
"325","19-010328-co"," 195.00"," 195.00","0.00"
"326","19-010330-co"," 205.00"," 205.00","0.00"
"327","19-010332-co"," 195.00"," 195.00","0.00"
"328","19-010333-co"," 205.00"," 205.00","0.00"
"329","19-010334-co"," 204.92"," 204.92","0.00"
"330","19-010335-co"," 206.38"," 206.38","0.00"
"331","19-010339-co"," 205.00"," 205.00","0.00"
"332","19-010287-co"," 198.84"," 198.84","0.00"
"333","19-010288-co"," 195.00"," 195.00","0.00"
"334","19-010289-co"," 195.00"," 195.00","0.00"
"335","19-010290-co"," 195.00"," 195.00","0.00"
"336","19-010291-co"," 195.00"," 195.00","0.00"
"337","19-010292-co"," 195.00"," 195.00","0.00"
"338","19-010293-co"," 215.00"," 215.00","0.00"
"339","19-010294-co"," 195.00"," 195.00","0.00"
"340","19-010295-co"," 195.00"," 195.00","0.00"
"341","19-010297-co"," 195.00"," 195.00","0.00"
"342","19-010299-co"," 0.30"," 0.30","0.00"
"343","19-010300-co"," 205.00"," 205.00","0.00"
"344","19-010301-co"," 195.00"," 195.00","0.00"
"345","19-010302-co"," 198.50"," 198.50","0.00"
"346","19-010303-co"," 205.00"," 205.00","0.00"
"347","19-010304-co"," 198.50"," 198.50","0.00"
"348","19-010305-co"," 195.00"," 195.00","0.00"
"349","19-010306-co"," 195.00"," 195.00","0.00"
"350","19-010307-co"," 201.26"," 201.26","0.00"
"351","19-010308-co"," 195.00"," 195.00","0.00"
"352","19-010310-co"," 195.00"," 195.00","0.00"
"353","19-010311-co"," 225.00"," 225.00","0.00"
"354","19-010315-co"," 209.89"," 209.89","0.00"
"355","19-010316-co"," 209.20"," 209.20","0.00"
"356","19-010241-co"," 195.00"," 195.00","0.00"
"357","19-010242-co"," 218.50"," 218.50","0.00"
"358","19-010243-co"," 195.00"," 195.00","0.00"
"359","19-010244-co"," 205.00"," 205.00","0.00"
"360","19-010245-co"," 195.00"," 195.00","0.00"
"361","19-010247-co"," 195.00"," 195.00","0.00"
"362","19-010250-co"," 195.00"," 195.00","0.00"
"363","19-010251-co"," 198.50"," 198.50","0.00"
"364","19-010235-co"," 195.00"," 195.00","0.00"
"365","19-010236-co"," 205.00"," 205.00","0.00"
"366","19-010237-co"," 195.00"," 195.00","0.00"
"367","19-010238-co"," 195.00"," 195.00","0.00"
"368","19-010253-co"," 215.00"," 215.00","0.00"
"369","19-010254-co"," 206.80"," 206.80","0.00"
"370","19-010255-co"," 195.00"," 195.00","0.00"
"371","19-010256-co"," 195.00"," 195.00","0.00"
"372","19-010258-co"," 205.00"," 205.00","0.00"
"373","19-010259-co"," 195.00"," 195.00","0.00"
"374","19-010260-co"," 195.00"," 195.00","0.00"
"375","19-010265-co"," 205.00"," 205.00","0.00"
"376","19-010266-co"," 0.60"," 0.60","0.00"
"377","19-010267-co"," 205.00"," 205.00","0.00"
"378","19-010268-co"," 204.83"," 204.83","0.00"
"379","19-010269-co"," 195.00"," 195.00","0.00"
"380","19-010272-co"," 195.00"," 195.00","0.00"
"381","19-010273-co"," 195.30"," 195.30","0.00"
"382","19-010274-co"," 205.00"," 205.00","0.00"
"383","19-010275-co"," 205.00"," 205.00","0.00"
"384","19-010276-co"," 205.00"," 205.00","0.00"
"385","19-010277-co"," 195.00"," 195.00","0.00"
"386","19-010278-co"," 195.00"," 195.00","0.00"
"387","19-010280-co"," 310.00"," 310.00","0.00"
"388","19-010202-co"," 215.00"," 215.00","0.00"
"389","19-010205-co"," 0.15"," 0.15","0.00"
"390","19-010207-co"," 200.57"," 200.57","0.00"
"391","19-010209-co"," 208.50"," 208.50","0.00"
"392","19-010210-co"," 205.00"," 205.00","0.00"
"393","19-010214-co"," 196.35"," 196.35","0.00"
"394","19-010217-co"," 205.00"," 205.00","0.00"
"395","19-010218-co"," 310.00"," 310.00","0.00"
"396","19-010219-co"," 195.00"," 195.00","0.00"
"397","19-010221-co"," 195.00"," 195.00","0.00"
"398","19-010223-co"," 205.00"," 205.00","0.00"
"399","19-010224-co"," 0.30"," 0.30","0.00"
"400","19-010225-co"," 213.15"," 213.15","0.00"
"401","19-010226-co"," 195.00"," 195.00","0.00"
"402","19-008079-ci"," 400.00"," 400.00","0.00"
"403","19-010228-co"," 195.00"," 195.00","0.00"
"404","19-010240-co"," 205.00"," 205.00","0.00"
"405","19-010252-co"," 205.00"," 205.00","0.00"
"406","19-010153-co"," 195.00"," 195.00","0.00"
"407","19-010154-co"," 195.00"," 195.00","0.00"
"408","19-010155-co"," 205.00"," 205.00","0.00"
"409","19-010158-co"," 205.00"," 205.00","0.00"
"410","19-010160-co"," 205.00"," 205.00","0.00"
"411","19-010161-co"," 209.88"," 209.88","0.00"
"412","19-010162-co"," 195.00"," 195.00","0.00"
"413","19-010163-co"," 209.88"," 209.88","0.00"
"414","19-010164-co"," 195.00"," 195.00","0.00"
"415","19-010165-co"," 320.00"," 320.00","0.00"
"416","19-010168-co"," 0.60"," 0.60","0.00"
"417","19-010172-co"," 205.28"," 205.28","0.00"
"418","19-010174-co"," 205.00"," 205.00","0.00"
"419","19-010175-co"," 205.00"," 205.00","0.00"
"420","19-010176-co"," 195.00"," 195.00","0.00"
"421","19-010177-co"," 199.19"," 199.19","0.00"
"422","19-010178-co"," 205.00"," 205.00","0.00"
"423","19-010179-co"," 195.00"," 195.00","0.00"
"424","19-010181-co"," 195.00"," 195.00","0.00"
"425","19-010182-co"," 0.45"," 0.45","0.00"
"426","19-010184-co"," 205.00"," 205.00","0.00"
"427","19-010185-co"," 219.87"," 219.87","0.00"
"428","19-010186-co"," 320.00"," 320.00","0.00"
"429","19-010187-co"," 195.00"," 195.00","0.00"
"430","19-010188-co"," 205.00"," 205.00","0.00"
"431","19-010189-co"," 204.53"," 204.53","0.00"
"432","19-010190-co"," 215.00"," 215.00","0.00"
"433","19-010191-co"," 205.00"," 205.00","0.00"
"434","19-010192-co"," 195.00"," 195.00","0.00"
"435","19-010109-co"," 198.50"," 198.50","0.00"
"436","19-010111-co"," 205.00"," 205.00","0.00"
"437","19-010113-co"," 209.14"," 209.14","0.00"
"438","19-010114-co"," 195.00"," 195.00","0.00"
"439","19-010115-co"," 195.00"," 195.00","0.00"
"440","19-010117-co"," 215.00"," 215.00","0.00"
"441","19-010118-co"," 215.00"," 215.00","0.00"
"442","19-010123-co"," 196.38"," 196.38","0.00"
"443","19-010125-co"," 215.00"," 215.00","0.00"
"444","19-010130-co"," 205.00"," 205.00","0.00"
"445","19-010131-co"," 195.00"," 195.00","0.00"
"446","19-010132-co"," 205.00"," 205.00","0.00"
"447","19-010133-co"," 195.00"," 195.00","0.00"
"448","19-010134-co"," 195.00"," 195.00","0.00"
"449","19-010135-co"," 0.15"," 0.15","0.00"
"450","19-010136-co"," 195.00"," 195.00","0.00"
"451","19-010139-co"," 205.00"," 205.00","0.00"
"452","19-010140-co"," 205.00"," 205.00","0.00"
"453","19-010142-co"," 205.00"," 205.00","0.00"
"454","19-010144-co"," 205.00"," 205.00","0.00"
"455","19-010146-co"," 205.00"," 205.00","0.00"
"456","19-010147-co"," 195.00"," 195.00","0.00"
"457","19-010148-co"," 205.00"," 205.00","0.00"
"458","19-010149-co"," 0.60"," 0.60","0.00"
"459","19-010150-co"," 0.30"," 0.30","0.00"
"460","19-010151-co"," 195.00"," 195.00","0.00"
"461","19-010152-co"," 195.00"," 195.00","0.00"
"462","19-010076-co"," 195.00"," 195.00","0.00"
"463","19-010077-co"," 195.00"," 195.00","0.00"
"464","19-010078-co"," 205.00"," 205.00","0.00"
"465","19-010079-co"," 312.37"," 312.37","0.00"
"466","19-010080-co"," 195.00"," 195.00","0.00"
"467","19-010081-co"," 195.00"," 195.00","0.00"
"468","19-010082-co"," 195.00"," 195.00","0.00"
"469","19-010083-co"," 195.00"," 195.00","0.00"
"470","19-010085-co"," 205.00"," 205.00","0.00"
"471","19-010086-co"," 195.00"," 195.00","0.00"
"472","19-010087-co"," 195.00"," 195.00","0.00"
"473","19-010093-co"," 0.60"," 0.60","0.00"
"474","19-010094-co"," 205.19"," 205.19","0.00"
"475","19-010097-co"," 309.01"," 309.01","0.00"
"476","19-010098-co"," 339.53"," 339.53","0.00"
"477","19-010099-co"," 5.30"," 5.30","0.00"
"478","19-010102-co"," 205.00"," 205.00","0.00"
"479","19-010103-co"," 215.00"," 215.00","0.00"
"480","19-010104-co"," 205.00"," 205.00","0.00"
"481","19-010106-co"," 205.00"," 205.00","0.00"
"482","19-010107-co"," 245.00"," 245.00","0.00"
"483","19-010108-co"," 295.00"," 295.00","0.00"
"484","19-010038-co"," 195.00"," 195.00","0.00"
"485","19-007933-ci"," 0.45"," 0.45","0.00"
"486","19-010039-co"," 185.00"," 185.00","0.00"
"487","19-010040-co"," 205.00"," 205.00","0.00"
"488","19-010041-co"," 216.80"," 216.80","0.00"
"489","19-010042-co"," 1.50"," 1.50","0.00"
"490","19-010043-co"," 205.00"," 205.00","0.00"
"491","19-010044-co"," 195.00"," 195.00","0.00"
"492","19-010045-co"," 205.00"," 205.00","0.00"
"493","19-010046-co"," 215.00"," 215.00","0.00"
"494","19-010047-co"," 195.00"," 195.00","0.00"
"495","19-010048-co"," 195.00"," 195.00","0.00"
"496","19-010049-co"," 195.00"," 195.00","0.00"
"497","19-010050-co"," 195.00"," 195.00","0.00"
"498","19-010051-co"," 205.00"," 205.00","0.00"
"499","19-010052-co"," 195.00"," 195.00","0.00"
"500","19-010053-co"," 205.00"," 205.00","0.00"
"501","19-010054-co"," 215.00"," 215.00","0.00"
"502","19-010055-co"," 195.00"," 195.00","0.00"
"503","19-010057-co"," 195.00"," 195.00","0.00"
"504","19-010058-co"," 205.00"," 205.00","0.00"
"505","19-010059-co"," 195.00"," 195.00","0.00"
"506","19-010060-co"," 195.00"," 195.00","0.00"
"507","19-010061-co"," 195.00"," 195.00","0.00"
"508","19-010062-co"," 195.00"," 195.00","0.00"
"509","19-010063-co"," 205.00"," 205.00","0.00"
"510","19-010065-co"," 196.20"," 196.20","0.00"
"511","19-007957-ci"," 430.00"," 430.00","0.00"
"512","19-010066-co"," 205.00"," 205.00","0.00"
"513","19-010067-co"," 195.00"," 195.00","0.00"
"514","19-010068-co"," 195.00"," 195.00","0.00"
"515","19-010070-co"," 195.00"," 195.00","0.00"
"516","19-010072-co"," 205.00"," 205.00","0.00"
