"","case_number","to_pay","paid","balance"
"1","20-002641-co"," 205.00"," 205.00","0.00"
"2","20-002643-co"," 195.00"," 195.00","0.00"
"3","20-002653-co"," 420.00"," 420.00","0.00"
"4","20-002654-co"," 320.00"," 320.00","0.00"
"5","20-002655-co"," 310.00"," 310.00","0.00"
"6","20-002629-co"," 205.00"," 205.00","0.00"
"7","20-002630-co"," 13.89"," 13.89","0.00"
"8","20-002637-co"," 287.30"," 0.30","287.00"
"9","20-002631-co"," 310.00"," 310.00","0.00"
"10","20-002625-co"," 195.69"," 195.69","0.00"
"11","20-002626-co"," 195.00"," 195.00","0.00"
"12","20-002627-co"," 203.09"," 203.09","0.00"
"13","20-002609-co"," 314.08"," 314.08","0.00"
"14","20-002611-co"," 310.00"," 310.00","0.00"
"15","20-002616-co"," 205.00"," 205.00","0.00"
"16","20-002617-co"," 205.00"," 205.00","0.00"
"17","20-002618-co"," 206.38"," 206.38","0.00"
"18","20-002619-co"," 0.99"," 0.99","0.00"
"19","20-002620-co"," 195.00"," 195.00","0.00"
"20","20-002608-co"," 195.00"," 195.00","0.00"
"21","20-002595-co"," 205.00"," 205.00","0.00"
"22","20-002596-co"," 204.17"," 204.17","0.00"
"23","20-002600-co"," 195.00"," 195.00","0.00"
"24","20-002602-co"," 195.00"," 195.00","0.00"
"25","20-002604-co"," 195.00"," 195.00","0.00"
"26","20-002606-co"," 195.00"," 195.00","0.00"
"27","20-002607-co"," 310.00"," 310.00","0.00"
"28","20-002577-co"," 1.59"," 1.59","0.00"
"29","20-002579-co"," 195.00"," 195.00","0.00"
"30","20-002580-co"," 0.60"," 0.60","0.00"
"31","20-002583-co"," 208.50"," 208.50","0.00"
"32","20-002584-co"," 205.00"," 205.00","0.00"
"33","20-002585-co"," 198.50"," 198.50","0.00"
"34","20-002586-co"," 195.00"," 195.00","0.00"
"35","20-002587-co"," 205.00"," 205.00","0.00"
"36","20-002588-co"," 1.20"," 1.20","0.00"
"37","20-002591-co"," 195.00"," 195.00","0.00"
"38","20-002578-co"," 310.00"," 310.00","0.00"
"39","20-002561-co"," 202.37"," 202.37","0.00"
"40","20-002562-co"," 310.00"," 310.00","0.00"
"41","20-002563-co"," 310.00"," 310.00","0.00"
"42","20-002565-co"," 205.00"," 205.00","0.00"
"43","20-002571-co"," 205.00"," 205.00","0.00"
"44","20-002554-co"," 211.69"," 211.69","0.00"
"45","20-002555-co"," 195.00"," 195.00","0.00"
"46","20-002531-co"," 420.00"," 420.00","0.00"
"47","20-002536-co"," 195.00"," 195.00","0.00"
"48","20-002543-co"," 205.00"," 205.00","0.00"
"49","20-002544-co"," 205.00"," 205.00","0.00"
"50","20-002545-co"," 314.70"," 314.70","0.00"
"51","20-002546-co"," 205.00"," 205.00","0.00"
"52","20-002548-co"," 314.25"," 314.25","0.00"
"53","20-002535-co"," 310.00"," 310.00","0.00"
"54","20-002519-co"," 195.00"," 195.00","0.00"
"55","20-002520-co"," 210.58"," 210.58","0.00"
"56","20-002525-co"," 2.10"," 2.10","0.00"
"57","20-002526-co"," 195.00"," 195.00","0.00"
"58","20-002527-co"," 205.00"," 205.00","0.00"
"59","20-002529-co"," 198.50"," 198.50","0.00"
"60","20-002530-co"," 310.00"," 310.00","0.00"
"61","20-002506-co"," 310.00"," 310.00","0.00"
"62","20-002508-co"," 195.00"," 195.00","0.00"
"63","20-002509-co"," 205.00"," 205.00","0.00"
"64","20-002510-co"," 215.00"," 215.00","0.00"
"65","20-002511-co"," 206.38"," 206.38","0.00"
"66","20-002513-co"," 205.00"," 205.00","0.00"
"67","20-001911-ci"," 400.00"," 400.00","0.00"
"68","20-002493-co"," 410.00"," 410.00","0.00"
"69","20-002494-co"," 203.57"," 203.57","0.00"
