"","case_number","to_pay","paid","balance"
"94","19-002373-co"," 1.50"," 1.50","0.00"
"95","19-002374-co"," 195.00"," 195.00","0.00"
"96","19-002375-co"," 195.00"," 195.00","0.00"
"97","19-002377-co"," 199.19"," 199.19","0.00"
"98","19-002378-co"," 195.00"," 195.00","0.00"
"99","19-002381-co"," 318.72"," 318.72","0.00"
"100","19-002382-co"," 0.60"," 0.60","0.00"
"101","19-002383-co"," 205.00"," 205.00","0.00"
"102","19-002384-co"," 220.50"," 220.50","0.00"
"103","19-002385-co"," 195.00"," 195.00","0.00"
"104","19-002386-co"," 205.00"," 205.00","0.00"
"105","19-002387-co"," 205.00"," 205.00","0.00"
"106","19-002388-co"," 0.45"," 0.45","0.00"
"107","19-002389-co"," 215.00"," 215.00","0.00"
"108","19-002390-co"," 195.00"," 195.00","0.00"
"109","19-002391-co"," 195.00"," 195.00","0.00"
"110","19-002392-co"," 0.30"," 0.30","0.00"
"111","19-002338-co"," 195.00"," 195.00","0.00"
"112","19-002340-co"," 195.00"," 195.00","0.00"
"113","19-002341-co"," 195.00"," 195.00","0.00"
"114","19-002343-co"," 195.00"," 195.00","0.00"
"115","19-002345-co"," 195.00"," 195.00","0.00"
"116","19-002347-co"," 205.00"," 205.00","0.00"
"117","19-002348-co"," 209.55"," 209.55","0.00"
"118","19-002349-co"," 195.00"," 195.00","0.00"
"119","19-002350-co"," 210.57"," 210.57","0.00"
"120","19-002351-co"," 195.00"," 195.00","0.00"
"121","19-002352-co"," 205.00"," 205.00","0.00"
"122","19-002354-co"," 199.38"," 199.38","0.00"
"123","19-002355-co"," 195.69"," 195.69","0.00"
"124","19-002356-co"," 195.00"," 195.00","0.00"
"125","19-002357-co"," 195.00"," 195.00","0.00"
"126","19-002358-co"," 195.00"," 195.00","0.00"
"127","19-001982-ci"," 410.00"," 410.00","0.00"
"128","19-002336-co"," 195.00"," 195.00","0.00"
"129","19-002337-co"," 310.00"," 310.00","0.00"
"130","19-002353-co"," 320.00"," 320.00","0.00"
"131","19-002297-co"," 0.30"," 0.30","0.00"
"132","19-002300-co"," 195.00"," 195.00","0.00"
"133","19-002302-co"," 1.80"," 1.80","0.00"
"134","19-002305-co"," 195.00"," 195.00","0.00"
"135","19-002306-co"," 195.00"," 195.00","0.00"
"136","19-002311-co"," 195.00"," 195.00","0.00"
"137","19-002312-co"," 198.50"," 198.50","0.00"
"138","19-002313-co"," 216.94"," 216.94","0.00"
"139","19-002314-co"," 205.00"," 205.00","0.00"
"140","19-002316-co"," 205.00"," 205.00","0.00"
"141","19-002317-co"," 205.00"," 205.00","0.00"
"142","19-002319-co"," 195.00"," 195.00","0.00"
"143","19-002320-co"," 195.00"," 195.00","0.00"
"144","19-002322-co"," 195.00"," 195.00","0.00"
"145","19-002326-co"," 205.00"," 205.00","0.00"
"146","19-002327-co"," 195.00"," 195.00","0.00"
"147","19-002328-co"," 205.00"," 205.00","0.00"
"148","19-002329-co"," 225.00"," 225.00","0.00"
"149","19-001961-ci"," 410.00"," 410.00","0.00"
"150","19-002330-co"," 205.00"," 205.00","0.00"
"151","19-002331-co"," 205.30"," 205.30","0.00"
"152","19-002332-co"," 3.69"," 3.69","0.00"
"153","19-002333-co"," 195.00"," 195.00","0.00"
"154","19-002334-co"," 195.00"," 195.00","0.00"
"155","19-002250-co"," 206.38"," 206.38","0.00"
"156","19-002254-co"," 195.00"," 195.00","0.00"
"157","19-002260-co"," 197.49"," 197.49","0.00"
"158","19-002262-co"," 195.00"," 195.00","0.00"
"159","19-002263-co"," 215.00"," 215.00","0.00"
"160","19-002269-co"," 205.00"," 205.00","0.00"
"161","19-002274-co"," 205.00"," 205.00","0.00"
"162","19-002276-co"," 0.60"," 0.60","0.00"
"163","19-002277-co"," 195.00"," 195.00","0.00"
"164","19-002278-co"," 195.00"," 195.00","0.00"
"165","19-002280-co"," 195.00"," 195.00","0.00"
"166","19-002281-co"," 205.00"," 205.00","0.00"
"167","19-002282-co"," 205.00"," 205.00","0.00"
"168","19-002284-co"," 205.00"," 205.00","0.00"
"169","19-002285-co"," 195.00"," 195.00","0.00"
"170","19-002286-co"," 195.00"," 195.00","0.00"
"171","19-002287-co"," 195.00"," 195.00","0.00"
"172","19-002289-co"," 195.00"," 195.00","0.00"
"173","19-002290-co"," 205.00"," 205.00","0.00"
"174","19-002195-co"," 199.83"," 199.83","0.00"
"175","19-002197-co"," 215.00"," 215.00","0.00"
"176","19-002198-co"," 195.00"," 195.00","0.00"
"177","19-002204-co"," 195.00"," 195.00","0.00"
"178","19-002206-co"," 208.00"," 208.00","0.00"
"179","19-001872-ci"," 410.00"," 410.00","0.00"
"180","19-002208-co"," 195.00"," 195.00","0.00"
"181","19-002212-co"," 195.00"," 195.00","0.00"
"182","19-002216-co"," 11.06"," 11.06","0.00"
"183","19-002217-co"," 205.03"," 205.03","0.00"
"184","19-002218-co"," 205.00"," 205.00","0.00"
"185","19-002219-co"," 195.00"," 195.00","0.00"
"186","19-002220-co"," 195.00"," 195.00","0.00"
"187","19-002221-co"," 195.00"," 195.00","0.00"
"188","19-002222-co"," 0.45"," 0.45","0.00"
"189","19-002223-co"," 195.00"," 195.00","0.00"
"190","19-002224-co"," 195.00"," 195.00","0.00"
"191","19-002225-co"," 205.00"," 205.00","0.00"
"192","19-002226-co"," 195.00"," 195.00","0.00"
"193","19-002227-co"," 195.00"," 195.00","0.00"
"194","19-002266-co"," 195.00"," 195.00","0.00"
"195","19-002196-co"," 205.00"," 205.00","0.00"
"196","19-002171-co"," 1.05"," 1.05","0.00"
"197","19-002172-co"," 195.00"," 195.00","0.00"
"198","19-002173-co"," 195.00"," 195.00","0.00"
"199","19-002176-co"," 201.53"," 201.53","0.00"
"200","19-002177-co"," 237.50"," 237.50","0.00"
"201","19-002178-co"," 201.50"," 201.50","0.00"
"202","19-002179-co"," 195.69"," 195.69","0.00"
"203","19-002180-co"," 0.30"," 0.30","0.00"
"204","19-002181-co"," 195.00"," 195.00","0.00"
"205","19-002183-co"," 195.00"," 195.00","0.00"
"206","19-002184-co"," 195.00"," 195.00","0.00"
"207","19-002185-co"," 195.00"," 195.00","0.00"
"208","19-002186-co"," 215.00"," 215.00","0.00"
"209","19-002187-co"," 195.00"," 195.00","0.00"
"210","19-002188-co"," 198.30"," 198.30","0.00"
"211","19-002189-co"," 3.00"," 3.00","0.00"
"212","19-002190-co"," 195.00"," 195.00","0.00"
"213","19-002191-co"," 195.00"," 195.00","0.00"
"214","19-002140-co"," 205.60"," 205.60","0.00"
"215","19-002144-co"," 205.00"," 205.00","0.00"
"216","19-002145-co"," 325.57"," 325.57","0.00"
"217","19-002146-co"," 195.00"," 195.00","0.00"
"218","19-002148-co"," 197.07"," 197.07","0.00"
"219","19-002152-co"," 314.88"," 314.88","0.00"
"220","19-002156-co"," 205.00"," 205.00","0.00"
"221","19-002159-co"," 195.84"," 195.84","0.00"
"222","19-002161-co"," 195.00"," 195.00","0.00"
"223","19-002164-co"," 205.00"," 205.00","0.00"
"224","19-002165-co"," 195.00"," 195.00","0.00"
"225","19-002166-co"," 205.00"," 205.00","0.00"
"226","19-002167-co"," 247.50"," 247.50","0.00"
"227","19-002097-co"," 205.00"," 205.00","0.00"
"228","19-002099-co"," 10.86"," 10.86","0.00"
"229","19-002100-co"," 199.25"," 199.25","0.00"
"230","19-002101-co"," 6.30"," 6.30","0.00"
"231","19-002103-co"," 195.00"," 195.00","0.00"
"232","19-002105-co"," 208.64"," 208.64","0.00"
"233","19-002106-co"," 202.85"," 202.85","0.00"
"234","19-002107-co"," 199.19"," 199.19","0.00"
"235","19-002108-co"," 0.15"," 0.15","0.00"
"236","19-002110-co"," 199.19"," 199.19","0.00"
"237","19-002112-co"," 198.50"," 198.50","0.00"
"238","19-002114-co"," 205.00"," 205.00","0.00"
"239","19-002122-co"," 195.00"," 195.00","0.00"
"240","19-002124-co"," 0.60"," 0.60","0.00"
"241","19-002128-co"," 195.75"," 195.75","0.00"
"242","19-002129-co"," 198.50"," 198.50","0.00"
"243","19-002131-co"," 195.00"," 195.00","0.00"
"244","19-002132-co"," 4.55"," 4.55","0.00"
"245","19-002134-co"," 195.00"," 195.00","0.00"
"246","19-002135-co"," 195.00"," 195.00","0.00"
"247","19-001800-ci"," 430.00"," 430.00","0.00"
"248","19-002083-co"," 195.00"," 195.00","0.00"
"249","19-002084-co"," 210.25"," 210.25","0.00"
"250","19-002085-co"," 310.00"," 310.00","0.00"
"251","19-002086-co"," 195.00"," 195.00","0.00"
"252","19-001761-ci"," 410.00"," 410.00","0.00"
"253","19-002091-co"," 215.00"," 215.00","0.00"
"254","19-002079-co"," 195.00"," 195.00","0.00"
"255","19-002080-co"," 208.50"," 208.50","0.00"
"256","19-002092-co"," 205.00"," 205.00","0.00"
"257","19-001767-ci"," 400.00"," 400.00","0.00"
"258","19-002093-co"," 325.40"," 325.40","0.00"
"259","19-002094-co"," 195.00"," 195.00","0.00"
"260","19-002095-co"," 205.00"," 205.00","0.00"
"261","19-002082-co"," 320.00"," 320.00","0.00"
"262","19-001763-ci"," 460.00"," 460.00","0.00"
"263","19-002043-co"," 205.10"," 205.10","0.00"
"264","19-001847-ci"," 410.00"," 410.00","0.00"
"265","19-002045-co"," 195.00"," 195.00","0.00"
"266","19-002046-co"," 195.00"," 195.00","0.00"
"267","19-002047-co"," 195.00"," 195.00","0.00"
"268","19-002048-co"," 330.00"," 330.00","0.00"
"269","19-002049-co"," 195.00"," 195.00","0.00"
"270","19-002050-co"," 195.00"," 195.00","0.00"
"271","19-002051-co"," 195.00"," 195.00","0.00"
"272","19-002056-co"," 195.00"," 195.00","0.00"
"273","19-002058-co"," 195.00"," 195.00","0.00"
"274","19-002059-co"," 205.00"," 205.00","0.00"
"275","19-002069-co"," 205.00"," 205.00","0.00"
"276","19-002071-co"," 225.00"," 225.00","0.00"
"277","19-002072-co"," 211.77"," 211.77","0.00"
"278","19-002077-co"," 288.50"," 288.50","0.00"
"279","19-002078-co"," 0.60"," 0.60","0.00"
"280","19-002011-co"," 197.28"," 197.28","0.00"
"281","19-002019-co"," 207.88"," 207.88","0.00"
"282","19-002021-co"," 195.00"," 195.00","0.00"
"283","19-002026-co"," 195.00"," 195.00","0.00"
"284","19-002027-co"," 205.00"," 205.00","0.00"
"285","19-002028-co"," 195.00"," 195.00","0.00"
"286","19-002029-co"," 310.00"," 310.00","0.00"
"287","19-002030-co"," 205.00"," 205.00","0.00"
"288","19-001704-ci"," 420.00"," 420.00","0.00"
"289","19-001921-ci"," 470.00"," 470.00","0.00"
"290","19-002032-co"," 205.00"," 205.00","0.00"
"291","19-001963-co"," 198.50"," 198.50","0.00"
"292","19-001973-co"," 196.59"," 196.59","0.00"
"293","19-001979-co"," 195.00"," 195.00","0.00"
"294","19-001980-co"," 215.00"," 215.00","0.00"
"295","19-001981-co"," 195.00"," 195.00","0.00"
"296","19-001982-co"," 195.30"," 195.30","0.00"
"297","19-001984-co"," 195.00"," 195.00","0.00"
"298","19-001985-co"," 215.00"," 215.00","0.00"
"299","19-001986-co"," 198.15"," 198.15","0.00"
"300","19-001987-co"," 205.00"," 205.00","0.00"
"301","19-001988-co"," 7.00"," 7.00","0.00"
"302","19-001989-co"," 195.00"," 195.00","0.00"
"303","19-001994-co"," 195.15"," 195.15","0.00"
"304","19-001995-co"," 195.00"," 195.00","0.00"
"305","19-001996-co"," 195.00"," 195.00","0.00"
"306","19-001997-co"," 195.00"," 195.00","0.00"
"307","19-001998-co"," 205.00"," 205.00","0.00"
"308","19-002000-co"," 195.00"," 195.00","0.00"
"309","19-002001-co"," 195.00"," 195.00","0.00"
"310","19-002002-co"," 205.00"," 205.00","0.00"
"311","19-002004-co"," 195.00"," 195.00","0.00"
"312","19-002007-co"," 215.00"," 215.00","0.00"
"313","19-001940-co"," 205.00"," 205.00","0.00"
"314","19-001941-co"," 205.00"," 205.00","0.00"
"315","19-001951-co"," 195.00"," 195.00","0.00"
"316","19-001955-co"," 205.00"," 205.00","0.00"
"317","19-001956-co"," 195.00"," 195.00","0.00"
"318","19-001957-co"," 0.90"," 0.90","0.00"
"319","19-001958-co"," 195.00"," 195.00","0.00"
"320","19-001959-co"," 195.00"," 195.00","0.00"
"321","19-001960-co"," 320.00"," 320.00","0.00"
"322","19-001961-co"," 205.00"," 205.00","0.00"
"323","19-001962-co"," 195.00"," 195.00","0.00"
"324","19-001931-co"," 198.50"," 198.50","0.00"
"325","19-001932-co"," 198.50"," 198.50","0.00"
"326","19-001935-co"," 195.00"," 195.00","0.00"
"327","19-001925-co"," 195.75"," 195.75","0.00"
"328","19-001926-co"," 195.00"," 195.00","0.00"
"329","19-001927-co"," 195.00"," 195.00","0.00"
"330","19-001928-co"," 215.00"," 215.00","0.00"
"331","19-001913-co"," 314.44"," 314.44","0.00"
"332","19-001914-co"," 226.00"," 226.00","0.00"
"333","19-001916-co"," 198.50"," 198.50","0.00"
"334","19-001919-co"," 205.69"," 205.69","0.00"
"335","19-001920-co"," 205.00"," 205.00","0.00"
"336","19-001921-co"," 195.00"," 195.00","0.00"
"337","19-001922-co"," 0.30"," 0.30","0.00"
"338","19-001923-co"," 195.00"," 195.00","0.00"
"339","19-001890-co"," 205.00"," 205.00","0.00"
"340","19-001891-co"," 195.00"," 195.00","0.00"
"341","19-001893-co"," 205.00"," 205.00","0.00"
"342","19-001896-co"," 205.00"," 205.00","0.00"
"343","19-001899-co"," 195.00"," 195.00","0.00"
"344","19-001900-co"," 205.00"," 205.00","0.00"
"345","19-001901-co"," 2.10"," 2.10","0.00"
"346","19-001906-co"," 0.15"," 0.15","0.00"
"347","19-001877-co"," 195.00"," 195.00","0.00"
"348","19-001882-co"," 195.00"," 195.00","0.00"
"349","19-001887-co"," 205.00"," 205.00","0.00"
"350","19-001876-co"," 195.00"," 195.00","0.00"
"351","19-001888-co"," 205.00"," 205.00","0.00"
"352","19-001842-co"," 195.15"," 195.15","0.00"
"353","19-001845-co"," 0.60"," 0.60","0.00"
"354","19-001846-co"," 195.00"," 195.00","0.00"
"355","19-001847-co"," 195.00"," 195.00","0.00"
"356","19-001848-co"," 0.30"," 0.30","0.00"
"357","19-001851-co"," 195.00"," 195.00","0.00"
"358","19-001854-co"," 205.00"," 205.00","0.00"
"359","19-001857-co"," 207.76"," 207.76","0.00"
"360","19-001859-co"," 195.00"," 195.00","0.00"
"361","19-001860-co"," 205.00"," 205.00","0.00"
"362","19-001861-co"," 195.00"," 195.00","0.00"
"363","19-001863-co"," 195.00"," 195.00","0.00"
"364","19-001864-co"," 198.50"," 198.50","0.00"
"365","19-001865-co"," 195.00"," 195.00","0.00"
"366","19-001866-co"," 195.00"," 195.00","0.00"
"367","19-001867-co"," 195.00"," 195.00","0.00"
"368","19-001869-co"," 195.00"," 195.00","0.00"
"369","19-001870-co"," 205.00"," 205.00","0.00"
"370","19-001872-co"," 195.00"," 195.00","0.00"
"371","19-001873-co"," 205.00"," 205.00","0.00"
"372","19-001874-co"," 215.00"," 215.00","0.00"
