"","case_number","to_pay","paid","balance"
"1","20-002967-co"," 195.00"," 195.00","0.00"
"2","20-002970-co"," 198.50"," 198.50","0.00"
"3","20-002971-co"," 203.47"," 203.47","0.00"
"4","20-002981-co"," 195.30"," 195.30","0.00"
"5","20-002982-co"," 195.00"," 195.00","0.00"
"6","20-002984-co"," 195.00"," 195.00","0.00"
"7","20-002987-co"," 0.45"," 0.45","0.00"
"8","20-002988-co"," 0.90"," 0.90","0.00"
"9","20-002989-co"," 195.00"," 195.00","0.00"
"10","20-002997-co"," 420.00"," 420.00","0.00"
"11","20-002954-co"," 200.34"," 200.34","0.00"
"12","20-002955-co"," 205.00"," 205.00","0.00"
"13","20-002961-co"," 202.04"," 202.04","0.00"
"14","20-002939-co"," 198.65"," 198.65","0.00"
"15","20-002940-co"," 320.46"," 320.46","0.00"
"16","20-002941-co"," 200.57"," 200.57","0.00"
"17","20-002923-co"," 195.00"," 195.00","0.00"
"18","20-002924-co"," 195.00"," 195.00","0.00"
"19","20-002925-co"," 205.00"," 205.00","0.00"
"20","20-002926-co"," 205.00"," 205.00","0.00"
"21","20-002928-co"," 205.00"," 205.00","0.00"
"22","20-002929-co"," 2.25"," 2.25","0.00"
"23","20-002980-co"," 340.00"," 340.00","0.00"
"24","20-002910-co"," 310.00"," 310.00","0.00"
"25","20-002911-co"," 219.14"," 219.14","0.00"
"26","20-002918-co"," 10.52"," 10.52","0.00"
"27","20-002919-co"," 205.00"," 205.00","0.00"
"28","20-002920-co"," 209.88"," 209.88","0.00"
"29","20-002921-co"," 205.00"," 205.00","0.00"
"30","20-002901-co"," 0.90"," 0.90","0.00"
"31","20-002902-co"," 315.88"," 315.88","0.00"
"32","20-002903-co"," 310.00"," 310.00","0.00"
"33","20-002905-co"," 310.00"," 310.00","0.00"
"34","20-002889-co"," 314.29"," 314.29","0.00"
"35","20-002890-co"," 1.50"," 1.50","0.00"
"36","20-002891-co"," 226.00"," 226.00","0.00"
"37","20-002894-co"," 195.00"," 195.00","0.00"
"38","20-002875-co"," 205.00"," 205.00","0.00"
"39","20-002876-co"," 223.58"," 223.58","0.00"
"40","20-002877-co"," 211.54"," 211.54","0.00"
