"","case_number","to_pay","paid","balance"
"1070","20-002713-co"," 205.00"," 205.00","0"
"1071","20-002714-co"," 205.00"," 205.00","0"
"1072","20-002715-co"," 195.00"," 195.00","0"
"1073","20-002695-co"," 314.44"," 314.44","0"
"1074","20-002696-co"," 195.00"," 195.00","0"
"1075","20-002699-co"," 195.00"," 195.00","0"
"1076","20-002701-co"," 195.00"," 195.00","0"
"1077","20-002702-co"," 195.00"," 195.00","0"
"1078","20-002708-co"," 205.00"," 205.00","0"
"1079","20-002698-co"," 320.00"," 320.00","0"
"1080","20-002678-co"," 205.00"," 205.00","0"
"1081","20-002679-co"," 205.00"," 205.00","0"
"1082","20-002680-co"," 205.00"," 205.00","0"
"1083","20-002681-co"," 195.00"," 195.00","0"
"1084","20-002682-co"," 195.00"," 195.00","0"
"1085","20-002683-co"," 310.00"," 310.00","0"
"1086","20-002688-co"," 198.50"," 198.50","0"
"1087","20-002659-co"," 0.45"," 0.45","0"
"1088","20-002660-co"," 310.00"," 310.00","0"
"1089","20-002663-co"," 195.00"," 195.00","0"
"1090","20-002665-co"," 205.00"," 205.00","0"
"1091","20-002666-co"," 195.00"," 195.00","0"
"1092","20-002668-co"," 205.00"," 205.00","0"
"1093","20-002673-co"," 370.00"," 370.00","0"
"1094","20-003360-co"," 198.60"," 198.60","0"
"1095","20-003361-co"," 215.58"," 215.58","0"
"1096","20-003362-co"," 199.70"," 199.70","0"
"1097","20-003364-co"," 195.00"," 195.00","0"
"1098","20-003365-co"," 205.00"," 205.00","0"
"1099","20-003372-co"," 195.00"," 195.00","0"
"1100","20-003379-co"," 195.00"," 195.00","0"
"1101","20-003126-ci"," 420.00"," 420.00","0"
"1102","20-003127-ci"," 410.00"," 410.00","0"
"1103","20-003347-co"," 195.00"," 195.00","0"
"1104","20-003348-co"," 209.38"," 209.38","0"
"1105","20-003349-co"," 313.50"," 313.50","0"
"1106","20-003351-co"," 195.00"," 195.00","0"
"1107","20-003352-co"," 195.00"," 195.00","0"
"1108","20-003353-co"," 310.00"," 310.00","0"
"1109","20-003339-co"," 185.00"," 185.00","0"
"1110","20-003345-co"," 195.00"," 195.00","0"
"1111","20-003314-co"," 199.19"," 199.19","0"
"1112","20-003316-co"," 317.04"," 317.04","0"
"1113","20-003320-co"," 195.00"," 195.00","0"
"1114","20-003321-co"," 310.00"," 310.00","0"
"1115","20-003322-co"," 195.00"," 195.00","0"
"1116","20-003323-co"," 320.00"," 320.00","0"
"1117","20-003074-ci"," 410.00"," 410.00","0"
"1118","20-003325-co"," 215.18"," 215.18","0"
